2232 2232
486 1742 1.0
486 486 2.0
487 487 1.0
488 2198 2.0
488 2197 2.0
488 2196 2.0
488 2195 2.0
488 1713 1.0
488 1334 1.0
488 1037 2.0
488 1904 1.0
488 2167 2.0
488 2166 2.0
488 1311 2.0
488 1285 1.0
488 1925 1.0
488 1918 1.0
488 1387 1.0
488 201 2.0
488 1986 6.0
488 1711 7.0
488 2084 7.0
488 2083 2.0
488 1710 5.0
488 488 18.0
489 2190 2.0
489 2189 2.0
489 489 2.0
490 2086 2.0
490 490 3.0
490 336 1.0
491 491 1.0
492 525 1.0
492 492 1.0
500 500 1.0
508 508 1.0
510 1339 1.0
510 185 1.0
510 2078 2.0
510 2077 2.0
510 2076 2.0
510 1613 2.0
510 1349 1.0
510 728 1.0
510 727 1.0
510 510 4.0
510 347 1.0
511 2194 1.0
511 2193 1.0
511 511 1.0
512 512 1.0
518 1595 1.0
518 1294 1.0
518 247 1.0
518 1902 4.0
518 518 5.0
518 23 1.0
525 525 1.0
525 492 1.0
526 1712 1.0
526 2106 1.0
526 2105 1.0
526 526 2.0
527 1100 1.0
527 527 1.0
529 2028 1.0
529 2027 1.0
529 1995 1.0
529 529 2.0
530 1589 1.0
530 531 1.0
530 347 1.0
530 1411 1.0
530 2103 1.0
530 1311 1.0
530 2034 2.0
530 1742 1.0
530 530 5.0
531 725 1.0
531 1589 1.0
531 530 1.0
531 347 1.0
531 1628 1.0
531 1386 1.0
531 2093 1.0
531 2092 2.0
531 531 5.0
532 532 1.0
533 533 1.0
540 599 1.0
540 2122 2.0
540 2121 2.0
540 1679 2.0
540 710 2.0
540 540 4.0
540 213 2.0
541 2019 1.0
541 420 1.0
541 1586 1.0
541 98 1.0
541 54 2.0
541 2125 1.0
541 1981 1.0
541 1692 1.0
541 541 6.0
541 206 1.0
541 88 1.0
543 543 1.0
548 548 1.0
548 159 1.0
550 1674 1.0
550 2168 1.0
550 713 1.0
550 550 2.0
551 1038 1.0
551 1638 1.0
551 340 1.0
551 551 3.0
552 1844 1.0
552 1893 1.0
552 552 2.0
554 554 1.0
560 560 2.0
560 239 1.0
560 238 1.0
561 1875 1.0
561 1258 1.0
561 562 1.0
561 2157 2.0
561 561 3.0
562 1875 1.0
562 1258 1.0
562 562 1.0
562 561 1.0
563 1592 2.0
563 563 4.0
564 28 1.0
564 1903 1.0
564 1588 2.0
564 904 2.0
564 564 2.0
565 565 2.0
567 567 1.0
569 904 1.0
569 710 2.0
569 569 2.0
573 1684 1.0
573 987 1.0
573 686 1.0
573 573 1.0
573 23 1.0
576 1752 1.0
576 1726 1.0
576 577 1.0
576 576 1.0
577 1752 1.0
577 1726 1.0
577 577 1.0
577 576 1.0
584 584 3.0
586 2164 1.0
586 2162 1.0
586 586 1.0
590 1718 1.0
590 1379 1.0
590 279 1.0
590 590 2.0
591 591 1.0
592 592 1.0
596 1736 1.0
596 2142 1.0
596 1616 1.0
596 1602 2.0
596 2173 1.0
596 1598 1.0
596 1519 1.0
596 2172 2.0
596 1850 1.0
596 596 5.0
597 1730 1.0
597 863 1.0
597 2047 1.0
597 1772 1.0
597 597 2.0
599 599 2.0
599 540 1.0
601 601 1.0
613 1787 1.0
613 613 1.0
614 2035 1.0
614 614 1.0
616 2069 1.0
616 1363 1.0
616 616 1.0
620 2080 1.0
620 1688 1.0
620 211 1.0
620 2108 1.0
620 620 3.0
624 1949 1.0
624 624 2.0
627 627 1.0
630 1794 1.0
630 1383 1.0
630 630 1.0
659 875 1.0
659 873 1.0
659 659 1.0
660 2052 2.0
660 1656 1.0
660 660 2.0
661 661 1.0
663 663 1.0
663 271 1.0
666 666 3.0
669 692 2.0
669 669 2.0
671 671 2.0
672 672 1.0
680 2169 2.0
680 680 3.0
681 714 1.0
681 1634 1.0
681 681 2.0
685 685 1.0
686 1684 1.0
686 987 1.0
686 686 1.0
686 573 1.0
686 23 1.0
692 692 2.0
692 669 2.0
693 2133 1.0
693 693 1.0
694 969 1.0
694 694 1.0
697 697 1.0
701 701 2.0
701 41 1.0
708 708 1.0
710 263 1.0
710 2122 3.0
710 2121 2.0
710 1679 2.0
710 540 2.0
710 213 3.0
710 904 1.0
710 569 2.0
710 1678 1.0
710 710 7.0
710 49 1.0
713 550 1.0
713 2168 2.0
713 713 2.0
714 681 1.0
714 714 2.0
714 260 1.0
721 721 1.0
725 725 1.0
725 531 1.0
727 1872 1.0
727 1628 1.0
727 1349 1.0
727 510 1.0
727 347 1.0
727 728 2.0
727 727 3.0
728 1349 1.0
728 510 1.0
728 347 1.0
728 728 2.0
728 727 2.0
731 2104 1.0
731 1921 2.0
731 1402 1.0
731 731 2.0
736 736 1.0
747 2036 1.0
747 2039 1.0
747 747 2.0
749 2216 1.0
749 2207 3.0
749 2188 2.0
749 2187 2.0
749 749 5.0
750 750 1.0
752 2192 1.0
752 327 1.0
752 2104 1.0
752 1743 2.0
752 752 2.0
753 2018 1.0
753 2057 1.0
753 2056 1.0
753 1382 1.0
753 754 2.0
753 100 1.0
753 753 3.0
754 2018 1.0
754 2057 1.0
754 2056 1.0
754 1382 1.0
754 753 2.0
754 100 1.0
754 2100 2.0
754 2099 2.0
754 754 5.0
755 1099 1.0
755 755 1.0
758 758 2.0
758 235 1.0
759 1675 1.0
759 759 2.0
761 1964 1.0
761 761 1.0
763 2224 1.0
763 763 1.0
763 19 1.0
764 2126 1.0
764 764 1.0
764 206 1.0
764 15 1.0
765 765 1.0
765 303 1.0
769 1846 1.0
769 1608 1.0
769 794 1.0
769 769 2.0
774 1321 1.0
774 774 1.0
774 83 1.0
784 1097 1.0
784 784 1.0
785 785 1.0
785 397 1.0
786 1665 1.0
786 1664 1.0
786 2075 2.0
786 786 3.0
787 787 1.0
793 793 1.0
793 123 1.0
794 794 1.0
794 769 1.0
797 2081 1.0
797 2014 1.0
797 797 1.0
802 802 1.0
808 1953 1.0
808 1952 1.0
808 211 1.0
808 808 2.0
810 810 1.0
810 49 1.0
811 103 1.0
811 811 2.0
811 279 1.0
816 816 1.0
817 817 1.0
857 2145 1.0
857 857 1.0
857 240 1.0
858 1609 1.0
858 858 1.0
863 1730 1.0
863 863 1.0
863 597 1.0
864 865 2.0
864 864 2.0
865 1588 1.0
865 1826 1.0
865 865 5.0
865 864 2.0
873 875 1.0
873 873 1.0
873 659 1.0
875 875 1.0
875 873 1.0
875 659 1.0
876 2162 1.0
876 1153 1.0
876 2153 1.0
876 2145 1.0
876 876 2.0
876 240 1.0
877 2069 1.0
877 2059 1.0
877 1371 1.0
877 1363 1.0
877 877 1.0
877 329 1.0
879 879 1.0
879 165 1.0
888 220 1.0
888 888 3.0
888 214 1.0
888 206 3.0
891 892 1.0
891 891 1.0
892 891 1.0
892 892 4.0
892 223 1.0
904 28 1.0
904 1903 1.0
904 1588 2.0
904 564 2.0
904 2143 1.0
904 994 1.0
904 1763 1.0
904 904 6.0
904 710 1.0
904 569 1.0
906 906 1.0
908 908 1.0
909 910 1.0
909 909 1.0
910 910 1.0
910 909 1.0
919 919 1.0
919 240 1.0
921 1532 1.0
921 921 1.0
923 923 1.0
924 1055 1.0
924 924 1.0
938 1113 1.0
938 938 1.0
941 2165 1.0
941 941 2.0
942 942 1.0
947 1549 2.0
947 947 2.0
952 962 1.0
952 953 1.0
952 952 2.0
953 953 2.0
953 952 1.0
954 954 1.0
955 89 1.0
955 1703 1.0
955 2058 1.0
955 1979 1.0
955 1978 1.0
955 2050 2.0
955 955 5.0
956 2184 1.0
956 398 1.0
956 956 2.0
958 958 1.0
961 2175 2.0
961 1768 2.0
961 961 5.0
962 962 1.0
962 952 1.0
963 963 1.0
969 969 1.0
969 694 1.0
976 1622 1.0
976 976 1.0
976 266 1.0
985 1725 1.0
985 1695 1.0
985 985 1.0
987 1684 1.0
987 987 1.0
987 686 1.0
987 573 1.0
987 23 1.0
989 989 1.0
992 992 1.0
994 2143 2.0
994 994 2.0
994 904 1.0
1001 1001 1.0
1001 50 1.0
1007 2159 2.0
1007 1905 1.0
1007 1007 2.0
1007 347 2.0
1009 1009 1.0
1011 1011 1.0
1013 1013 2.0
1013 480 2.0
1021 1644 1.0
1021 1021 1.0
1021 307 1.0
1022 1022 1.0
1023 1023 1.0
1023 49 1.0
1023 29 1.0
1028 2146 2.0
1028 1028 3.0
1032 1032 1.0
1034 1034 1.0
1034 396 1.0
1035 88 1.0
1035 2021 2.0
1035 1780 1.0
1035 205 1.0
1035 1035 3.0
1035 89 1.0
1037 1713 1.0
1037 1334 1.0
1037 1986 2.0
1037 1711 1.0
1037 488 2.0
1037 1951 1.0
1037 1037 4.0
1037 89 1.0
1037 71 1.0
1038 1926 1.0
1038 551 1.0
1038 2060 2.0
1038 1038 5.0
1039 1039 1.0
1050 1050 1.0
1051 1051 1.0
1051 382 1.0
1055 924 1.0
1055 1996 1.0
1055 1416 1.0
1055 1722 1.0
1055 1055 3.0
1056 2176 1.0
1056 2067 1.0
1056 1899 1.0
1056 1369 1.0
1056 1056 3.0
1058 1058 1.0
1058 58 1.0
1061 1663 1.0
1061 1061 1.0
1072 1957 1.0
1072 1956 1.0
1072 1392 1.0
1072 1072 2.0
1073 1073 1.0
1079 1618 1.0
1079 1617 1.0
1079 1079 2.0
1080 2144 2.0
1080 82 1.0
1080 1725 2.0
1080 1081 2.0
1080 1080 3.0
1081 2144 1.0
1081 82 1.0
1081 1725 2.0
1081 1081 2.0
1081 1080 2.0
1082 1082 1.0
1088 1088 1.0
1088 433 1.0
1089 1443 2.0
1089 1442 2.0
1089 1089 2.0
1089 58 2.0
1090 1278 1.0
1090 210 1.0
1090 2089 1.0
1090 2088 1.0
1090 1090 2.0
1091 1093 1.0
1091 1091 1.0
1093 2108 1.0
1093 2211 2.0
1093 1694 1.0
1093 1091 1.0
1093 2116 2.0
1093 1093 4.0
1097 1097 1.0
1097 784 1.0
1099 755 1.0
1099 2200 1.0
1099 1099 2.0
1099 3 1.0
1100 527 1.0
1100 1100 3.0
1106 1106 1.0
1107 1107 1.0
1109 1109 5.0
1113 1113 2.0
1113 938 1.0
1125 1125 1.0
1131 1131 1.0
1132 2124 1.0
1132 1132 1.0
1137 1137 1.0
1153 2162 1.0
1153 1153 2.0
1153 876 1.0
1154 1154 1.0
1154 348 1.0
1157 1158 1.0
1157 2184 1.0
1157 1157 3.0
1157 398 1.0
1158 1158 1.0
1158 1157 1.0
1170 1170 1.0
1170 82 1.0
1171 1171 1.0
1171 82 1.0
1173 1910 1.0
1173 1909 1.0
1173 1908 2.0
1173 1173 2.0
1176 1176 1.0
1181 1181 1.0
1183 1183 1.0
1187 1187 1.0
1188 1983 2.0
1188 1668 1.0
1188 1401 2.0
1188 1188 3.0
1188 6 1.0
1191 1708 1.0
1191 1191 1.0
1197 1197 1.0
1197 430 1.0
1207 2059 1.0
1207 1917 1.0
1207 1208 1.0
1207 1207 1.0
1208 2059 1.0
1208 1917 1.0
1208 1208 1.0
1208 1207 1.0
1232 1479 1.0
1232 1478 1.0
1232 1232 1.0
1235 1773 1.0
1235 1583 1.0
1235 1235 1.0
1243 1243 1.0
1243 192 1.0
1245 1245 2.0
1245 159 1.0
1248 2074 1.0
1248 1248 1.0
1257 1257 1.0
1258 1875 1.0
1258 1258 1.0
1258 562 1.0
1258 561 1.0
1270 2016 1.0
1270 2219 3.0
1270 1270 4.0
1271 2160 2.0
1271 1271 2.0
1271 405 2.0
1278 1090 1.0
1278 1399 1.0
1278 1278 4.0
1278 210 4.0
1285 1285 1.0
1285 488 1.0
1285 201 1.0
1286 1286 1.0
1289 2106 1.0
1289 1289 1.0
1289 54 1.0
1292 1292 1.0
1292 237 1.0
1293 206 1.0
1293 15 1.0
1293 2222 1.0
1293 1293 2.0
1293 192 1.0
1294 1902 1.0
1294 518 1.0
1294 1595 2.0
1294 1294 3.0
1295 246 1.0
1295 1732 1.0
1295 1295 2.0
1309 2087 1.0
1309 1968 1.0
1309 1309 1.0
1310 2127 1.0
1310 1310 1.0
1310 263 1.0
1311 2167 2.0
1311 2166 2.0
1311 1711 2.0
1311 488 2.0
1311 2130 2.0
1311 2103 3.0
1311 530 1.0
1311 2047 1.0
1311 1311 9.0
1312 1312 1.0
1317 1317 1.0
1318 2024 1.0
1318 2023 1.0
1318 1712 1.0
1318 1320 1.0
1318 1318 1.0
1320 1508 1.0
1320 1507 1.0
1320 347 1.0
1320 2024 1.0
1320 2023 1.0
1320 1712 1.0
1320 1320 2.0
1320 1318 1.0
1321 774 1.0
1321 83 1.0
1321 2199 1.0
1321 2102 2.0
1321 2101 2.0
1321 1337 3.0
1321 1321 5.0
1322 2098 2.0
1322 1322 2.0
1328 1329 1.0
1328 1328 1.0
1328 337 1.0
1329 1329 1.0
1329 1328 1.0
1329 337 1.0
1332 2174 1.0
1332 1969 1.0
1332 1332 1.0
1334 1986 1.0
1334 1713 1.0
1334 1037 1.0
1334 488 1.0
1334 2066 2.0
1334 1334 4.0
1334 70 1.0
1337 2102 2.0
1337 2101 2.0
1337 1337 3.0
1337 1321 3.0
1339 510 1.0
1339 1339 2.0
1344 1344 1.0
1346 1346 1.0
1346 339 1.0
1348 1348 1.0
1348 147 1.0
1349 1349 1.0
1349 728 1.0
1349 727 1.0
1349 510 1.0
1349 347 1.0
1353 2118 1.0
1353 1353 1.0
1356 1962 1.0
1356 1356 1.0
1362 1362 1.0
1362 147 1.0
1363 2059 1.0
1363 1371 1.0
1363 877 1.0
1363 329 1.0
1363 2069 2.0
1363 1363 2.0
1363 616 1.0
1369 2136 1.0
1369 2135 1.0
1369 2070 3.0
1369 1899 6.0
1369 1369 6.0
1369 1056 1.0
1371 2069 1.0
1371 2059 1.0
1371 1371 1.0
1371 1363 1.0
1371 877 1.0
1371 329 1.0
1374 1374 1.0
1379 1718 1.0
1379 1379 1.0
1379 590 1.0
1379 279 1.0
1382 754 1.0
1382 753 1.0
1382 98 1.0
1382 23 1.0
1382 2057 2.0
1382 2056 2.0
1382 1382 4.0
1382 100 4.0
1383 1794 1.0
1383 1383 1.0
1383 630 1.0
1385 2079 1.0
1385 1385 2.0
1385 58 1.0
1386 2230 1.0
1386 201 2.0
1386 1386 3.0
1386 531 1.0
1387 2231 1.0
1387 2230 1.0
1387 1925 3.0
1387 1918 4.0
1387 1387 4.0
1387 488 1.0
1387 201 3.0
1392 1392 1.0
1392 1072 1.0
1393 1393 2.0
1399 1278 1.0
1399 1399 2.0
1399 210 2.0
1400 1400 1.0
1401 1983 1.0
1401 1668 1.0
1401 1401 2.0
1401 1188 2.0
1401 6 1.0
1402 1921 1.0
1402 1402 1.0
1402 731 1.0
1406 1406 1.0
1406 302 1.0
1411 1411 1.0
1411 530 1.0
1412 2053 1.0
1412 1412 1.0
1416 1996 1.0
1416 1416 1.0
1416 1055 1.0
1417 1417 1.0
1417 73 1.0
1418 1418 1.0
1424 1425 1.0
1424 1424 1.0
1425 1425 1.0
1425 1424 1.0
1426 1426 1.0
1426 82 1.0
1432 1836 1.0
1432 1432 1.0
1439 2042 1.0
1439 1439 1.0
1439 13 1.0
1442 1443 2.0
1442 1442 2.0
1442 1089 2.0
1442 58 2.0
1443 1443 2.0
1443 1442 2.0
1443 1089 2.0
1443 58 2.0
1444 2123 1.0
1444 374 1.0
1444 1985 2.0
1444 1790 1.0
1444 1701 2.0
1444 2114 1.0
1444 2113 1.0
1444 1444 4.0
1444 60 2.0
1448 1448 1.0
1451 1451 1.0
1454 1696 2.0
1454 1454 2.0
1469 1469 1.0
1478 1479 1.0
1478 1478 1.0
1478 1232 1.0
1479 1479 1.0
1479 1478 1.0
1479 1232 1.0
1489 1627 1.0
1489 1489 2.0
1490 1588 1.0
1490 1490 2.0
1498 1498 2.0
1500 1501 1.0
1500 1500 1.0
1500 23 1.0
1501 1501 1.0
1501 1500 1.0
1501 23 1.0
1503 1503 1.0
1507 1508 1.0
1507 1507 1.0
1507 1320 1.0
1507 347 1.0
1508 1508 1.0
1508 1507 1.0
1508 1320 1.0
1508 347 1.0
1519 2173 1.0
1519 1598 1.0
1519 1519 1.0
1519 596 1.0
1520 2155 1.0
1520 2154 1.0
1520 1563 1.0
1520 1520 1.0
1521 1835 1.0
1521 1522 1.0
1521 1521 1.0
1522 1835 1.0
1522 1522 1.0
1522 1521 1.0
1532 1532 1.0
1532 921 1.0
1542 1542 2.0
1542 284 1.0
1544 1544 1.0
1545 1545 1.0
1549 1549 2.0
1549 947 2.0
1550 1550 1.0
1553 1553 1.0
1561 2141 1.0
1561 1561 1.0
1563 2155 1.0
1563 2154 1.0
1563 1563 1.0
1563 1520 1.0
1569 1569 1.0
1582 1582 1.0
1582 257 1.0
1583 1773 1.0
1583 1583 1.0
1583 1235 1.0
1586 1586 1.0
1586 541 1.0
1586 98 1.0
1586 54 1.0
1588 865 1.0
1588 28 1.0
1588 1903 1.0
1588 904 2.0
1588 564 2.0
1588 1588 4.0
1588 1490 1.0
1589 1589 1.0
1589 531 1.0
1589 530 1.0
1589 347 1.0
1592 1592 2.0
1592 563 2.0
1593 1593 1.0
1593 372 1.0
1595 1902 1.0
1595 518 1.0
1595 1294 2.0
1595 2133 1.0
1595 1595 4.0
1595 239 1.0
1596 1596 1.0
1597 2142 1.0
1597 1597 1.0
1598 2173 1.0
1598 1598 1.0
1598 1519 1.0
1598 596 1.0
1602 1736 1.0
1602 2172 1.0
1602 2142 1.0
1602 1616 1.0
1602 1602 2.0
1602 596 2.0
1603 2165 1.0
1603 1603 1.0
1608 1846 1.0
1608 769 1.0
1608 1608 2.0
1609 1609 1.0
1609 858 1.0
1610 2109 2.0
1610 1610 2.0
1613 185 1.0
1613 2078 2.0
1613 2077 2.0
1613 2076 2.0
1613 1613 2.0
1613 510 2.0
1616 2172 1.0
1616 2142 1.0
1616 1616 1.0
1616 1602 1.0
1616 596 1.0
1617 1618 1.0
1617 1617 1.0
1617 1079 1.0
1618 1618 1.0
1618 1617 1.0
1618 1079 1.0
1622 1622 1.0
1622 976 1.0
1622 266 1.0
1627 1894 1.0
1627 1489 1.0
1627 1627 4.0
1627 12 2.0
1628 2178 2.0
1628 2092 1.0
1628 531 1.0
1628 1872 1.0
1628 727 1.0
1628 1942 1.0
1628 2033 3.0
1628 2032 2.0
1628 2031 2.0
1628 1628 8.0
1629 1881 1.0
1629 1629 1.0
1632 1632 1.0
1634 1634 1.0
1634 681 1.0
1635 1727 1.0
1635 1635 1.0
1638 1638 1.0
1638 551 1.0
1638 340 1.0
1643 1716 1.0
1643 1643 1.0
1644 1644 1.0
1644 1021 1.0
1644 307 1.0
1645 2191 1.0
1645 1645 1.0
1645 75 1.0
1649 1649 1.0
