857 857
336 770 1.0
336 748 2.0
336 747 2.0
336 490 2.0
336 336 4.0
337 337 2.0
337 139 2.0
339 82 2.0
339 70 2.0
339 69 2.0
339 339 4.0
339 167 2.0
340 715 2.0
340 551 3.0
340 340 3.0
342 342 1.0
344 150 1.0
344 74 1.0
344 344 2.0
346 719 1.0
346 712 1.0
346 347 2.0
346 346 2.0
347 739 2.0
347 737 1.0
347 728 2.0
347 727 2.0
347 726 2.0
347 511 3.0
347 510 3.0
347 719 1.0
347 346 2.0
347 712 2.0
347 347 7.0
348 348 1.0
349 493 1.0
349 349 2.0
350 777 2.0
350 776 2.0
350 775 2.0
350 350 3.0
350 172 3.0
356 356 2.0
357 357 1.0
358 740 1.0
358 358 1.0
358 82 1.0
359 359 1.0
359 82 1.0
366 763 1.0
366 366 1.0
366 21 1.0
369 749 1.0
369 211 1.0
369 791 1.0
369 790 1.0
369 766 1.0
369 438 1.0
369 369 3.0
370 541 1.0
370 54 1.0
370 802 2.0
370 370 3.0
373 373 1.0
373 210 1.0
374 375 1.0
374 620 1.0
374 374 2.0
374 211 2.0
375 375 1.0
375 374 1.0
375 211 1.0
376 376 1.0
376 205 1.0
377 487 1.0
377 377 2.0
377 86 1.0
377 70 1.0
378 379 1.0
378 378 1.0
379 379 1.0
379 378 1.0
380 380 1.0
384 384 1.0
387 387 1.0
388 388 1.0
388 282 1.0
388 197 1.0
388 6 1.0
390 854 1.0
390 390 1.0
391 391 1.0
392 71 1.0
392 392 2.0
394 443 1.0
394 394 2.0
394 307 2.0
394 147 1.0
395 395 2.0
395 22 2.0
397 768 1.0
397 767 1.0
397 495 1.0
397 488 1.0
397 786 3.0
397 785 2.0
397 508 3.0
397 397 4.0
401 632 2.0
401 631 2.0
401 401 4.0
403 403 1.0
404 789 1.0
404 404 2.0
405 420 1.0
405 419 1.0
405 406 1.0
405 405 1.0
406 420 1.0
406 419 1.0
406 406 1.0
406 405 1.0
410 413 1.0
410 411 1.0
410 410 1.0
411 413 1.0
411 411 1.0
411 410 1.0
413 413 1.0
413 411 1.0
413 410 1.0
414 414 1.0
416 416 2.0
417 417 1.0
418 3 1.0
418 755 1.0
418 418 2.0
419 406 1.0
419 405 1.0
419 749 1.0
419 420 2.0
419 787 2.0
419 766 1.0
419 419 3.0
419 73 1.0
420 406 1.0
420 405 1.0
420 787 1.0
420 749 1.0
420 420 2.0
420 419 2.0
427 427 2.0
427 209 1.0
430 797 1.0
430 430 1.0
430 293 1.0
432 432 1.0
433 433 1.0
433 282 1.0
434 103 1.0
434 434 3.0
437 437 1.0
437 89 1.0
438 54 1.0
438 766 2.0
438 438 2.0
438 369 1.0
439 439 1.0
439 211 1.0
443 443 1.0
443 394 1.0
443 307 1.0
443 147 1.0
444 444 1.0
444 308 1.0
444 307 1.0
444 141 1.0
445 446 1.0
445 445 1.0
446 446 2.0
446 445 1.0
449 449 1.0
450 816 1.0
450 450 1.0
455 455 1.0
456 849 2.0
456 611 2.0
456 610 1.0
456 456 2.0
458 833 1.0
458 639 1.0
458 458 2.0
465 846 2.0
465 788 1.0
465 639 1.0
465 465 3.0
465 127 1.0
466 467 1.0
466 780 1.0
466 509 1.0
466 466 2.0
467 467 1.0
467 466 1.0
468 469 1.0
468 468 1.0
469 469 1.0
469 468 1.0
475 729 2.0
475 475 2.0
477 478 1.0
477 477 1.0
478 478 1.0
478 477 1.0
483 483 1.0
484 484 2.0
486 486 1.0
486 4 1.0
487 487 1.0
487 377 1.0
487 86 1.0
487 70 1.0
488 786 1.0
488 397 1.0
488 768 5.0
488 767 5.0
488 495 2.0
488 488 6.0
489 489 1.0
490 770 1.0
490 748 2.0
490 747 2.0
490 490 2.0
490 336 2.0
491 492 2.0
491 491 2.0
492 492 2.0
492 491 2.0
493 493 1.0
493 349 1.0
494 495 1.0
494 494 1.0
495 786 1.0
495 397 1.0
495 768 2.0
495 767 2.0
495 488 2.0
495 495 3.0
495 494 1.0
497 497 1.0
497 34 1.0
498 499 1.0
498 498 1.0
499 499 1.0
499 498 1.0
505 505 1.0
505 82 1.0
506 506 1.0
507 507 1.0
507 70 1.0
508 201 1.0
508 786 2.0
508 785 2.0
508 508 4.0
508 397 3.0
509 780 2.0
509 509 2.0
509 466 1.0
510 739 2.0
510 737 2.0
510 728 2.0
510 727 2.0
510 726 3.0
510 511 5.0
510 510 5.0
510 347 3.0
511 739 2.0
511 737 2.0
511 728 2.0
511 727 2.0
511 726 3.0
511 511 6.0
511 510 5.0
511 347 3.0
512 512 1.0
513 516 1.0
513 514 1.0
513 513 2.0
514 516 1.0
514 514 1.0
514 513 1.0
516 516 1.0
516 514 1.0
516 513 1.0
517 88 2.0
517 9 1.0
517 517 3.0
518 518 3.0
518 261 3.0
521 521 1.0
522 522 1.0
523 523 1.0
523 30 1.0
526 110 1.0
526 532 2.0
526 526 2.0
527 527 1.0
527 302 1.0
527 301 1.0
528 528 1.0
528 307 1.0
530 713 3.0
530 550 3.0
530 530 3.0
532 110 1.0
532 532 2.0
532 526 2.0
537 543 1.0
537 537 1.0
537 109 1.0
540 540 1.0
541 802 1.0
541 370 1.0
541 54 1.0
541 541 2.0
543 537 1.0
543 543 2.0
543 109 2.0
547 547 1.0
548 549 1.0
548 548 1.0
549 548 1.0
549 549 2.0
549 201 1.0
550 713 3.0
550 550 3.0
550 530 3.0
551 715 2.0
551 551 3.0
551 340 3.0
555 555 1.0
562 562 1.0
563 681 1.0
563 563 2.0
564 685 1.0
564 564 1.0
570 570 1.0
574 575 1.0
574 574 1.0
575 575 1.0
575 574 1.0
576 577 1.0
576 576 1.0
576 264 1.0
577 577 1.0
577 576 1.0
577 264 1.0
582 845 2.0
582 583 1.0
582 582 3.0
583 845 1.0
583 583 1.0
583 582 1.0
584 584 2.0
584 28 1.0
591 591 2.0
597 597 1.0
602 602 1.0
603 670 2.0
603 669 1.0
603 668 2.0
603 603 2.0
605 605 1.0
606 825 1.0
606 824 2.0
606 823 1.0
606 822 1.0
606 821 2.0
606 606 2.0
610 80 2.0
610 849 1.0
610 611 1.0
610 610 3.0
610 456 1.0
611 326 1.0
611 158 1.0
611 849 2.0
611 611 3.0
611 610 1.0
611 456 2.0
614 774 2.0
614 83 2.0
614 614 3.0
615 615 2.0
616 788 1.0
616 616 1.0
616 75 1.0
618 618 1.0
620 620 3.0
620 374 1.0
620 211 3.0
623 97 1.0
623 723 1.0
623 623 2.0
623 100 1.0
624 761 1.0
624 624 2.0
624 3 2.0
628 628 1.0
628 110 1.0
629 629 2.0
630 60 1.0
630 630 2.0
631 632 2.0
631 631 2.0
631 401 2.0
632 632 2.0
632 631 2.0
632 401 2.0
633 633 1.0
633 60 1.0
633 35 1.0
634 634 1.0
634 325 1.0
637 638 1.0
637 637 1.0
637 58 1.0
638 638 1.0
638 637 1.0
638 58 1.0
639 788 1.0
639 465 1.0
639 127 1.0
639 833 1.0
639 639 2.0
639 458 1.0
641 641 1.0
642 831 1.0
642 830 1.0
642 643 1.0
642 642 1.0
643 831 1.0
643 830 1.0
643 643 1.0
643 642 1.0
647 647 1.0
647 308 1.0
651 838 1.0
651 651 1.0
653 653 1.0
656 844 1.0
656 656 1.0
657 852 2.0
657 851 2.0
657 850 2.0
657 657 2.0
658 658 3.0
659 659 2.0
660 660 2.0
661 663 2.0
661 257 2.0
661 661 3.0
662 662 2.0
662 264 1.0
663 661 2.0
663 257 2.0
663 663 3.0
664 664 2.0
664 59 2.0
665 665 2.0
666 702 1.0
666 666 3.0
667 667 2.0
668 670 2.0
668 669 1.0
668 668 2.0
668 603 2.0
669 692 1.0
669 670 1.0
669 669 2.0
669 668 1.0
669 603 1.0
670 670 2.0
670 669 1.0
670 668 2.0
670 603 2.0
671 671 2.0
672 679 1.0
672 678 1.0
672 677 1.0
672 672 2.0
673 673 2.0
674 676 2.0
674 675 2.0
674 674 2.0
675 676 2.0
675 675 2.0
675 674 2.0
676 676 2.0
676 675 2.0
676 674 2.0
677 679 2.0
677 678 2.0
677 677 2.0
677 672 1.0
678 679 2.0
678 678 2.0
678 677 2.0
678 672 1.0
679 679 2.0
679 678 2.0
679 677 2.0
679 672 1.0
680 680 2.0
681 714 2.0
681 681 3.0
681 563 1.0
682 682 2.0
682 86 2.0
683 683 2.0
684 684 2.0
685 564 1.0
685 685 2.0
686 688 1.0
686 49 1.0
686 686 2.0
687 746 1.0
687 745 1.0
687 744 1.0
687 743 1.0
687 742 1.0
687 74 1.0
687 687 2.0
688 686 1.0
688 49 1.0
688 688 2.0
688 36 1.0
689 691 2.0
689 690 2.0
689 689 2.0
690 691 2.0
690 690 2.0
690 689 2.0
691 691 2.0
691 690 2.0
691 689 2.0
692 772 1.0
692 26 1.0
692 692 2.0
692 669 1.0
693 693 3.0
694 697 2.0
694 696 2.0
694 695 2.0
694 694 2.0
695 697 2.0
695 696 2.0
695 695 2.0
695 694 2.0
696 697 2.0
696 696 2.0
696 695 2.0
696 694 2.0
697 697 2.0
697 696 2.0
697 695 2.0
697 694 2.0
698 700 2.0
698 699 2.0
698 698 2.0
699 700 2.0
699 699 2.0
699 698 2.0
700 700 2.0
700 699 2.0
700 698 2.0
701 50 1.0
701 701 2.0
702 666 1.0
702 702 2.0
703 705 2.0
703 703 3.0
704 50 1.0
704 704 2.0
705 705 2.0
705 703 2.0
706 706 2.0
707 707 3.0
708 709 2.0
708 708 2.0
708 229 2.0
709 709 2.0
709 708 2.0
709 229 2.0
710 710 2.0
711 711 2.0
712 719 1.0
712 346 1.0
712 712 2.0
712 347 2.0
713 713 4.0
713 550 3.0
713 530 3.0
714 714 2.0
714 681 2.0
715 715 2.0
715 551 2.0
715 340 2.0
716 838 1.0
716 716 2.0
717 718 2.0
717 717 2.0
717 71 2.0
718 718 2.0
718 717 2.0
718 71 2.0
719 83 1.0
719 719 2.0
719 712 1.0
719 347 1.0
719 346 1.0
720 85 1.0
720 84 1.0
720 720 2.0
721 326 1.0
721 722 3.0
721 721 3.0
721 158 2.0
722 326 1.0
722 722 3.0
722 721 3.0
722 158 2.0
723 801 1.0
723 60 1.0
723 623 1.0
723 100 1.0
723 723 3.0
724 168 1.0
724 724 2.0
725 725 2.0
726 739 1.0
726 728 2.0
726 727 2.0
726 726 3.0
726 511 3.0
726 510 3.0
726 347 2.0
727 739 1.0
727 728 2.0
727 727 2.0
727 726 2.0
727 511 2.0
727 510 2.0
727 347 2.0
728 739 1.0
728 728 2.0
728 727 2.0
728 726 2.0
728 511 2.0
728 510 2.0
728 347 2.0
729 729 2.0
729 475 2.0
730 92 1.0
730 730 2.0
730 91 2.0
731 731 2.0
731 257 2.0
732 733 2.0
732 732 2.0
732 147 2.0
733 733 2.0
733 732 2.0
733 147 2.0
734 734 2.0
734 203 2.0
735 735 2.0
736 736 2.0
737 739 1.0
737 347 1.0
737 737 2.0
737 511 2.0
737 510 2.0
738 738 2.0
739 728 1.0
739 727 1.0
739 726 1.0
739 739 2.0
739 737 1.0
739 511 2.0
739 510 2.0
739 347 2.0
740 740 2.0
740 358 1.0
740 82 2.0
741 38 1.0
741 741 2.0
741 35 2.0
741 15 1.0
742 746 2.0
742 745 2.0
742 744 2.0
742 743 2.0
742 742 2.0
742 687 1.0
742 74 1.0
743 746 2.0
743 745 2.0
743 744 2.0
743 743 2.0
743 742 2.0
743 687 1.0
743 74 1.0
744 746 2.0
744 745 2.0
744 744 2.0
744 743 2.0
744 742 2.0
744 687 1.0
744 74 1.0
745 746 2.0
745 745 2.0
745 744 2.0
745 743 2.0
745 742 2.0
745 687 1.0
745 74 1.0
746 746 2.0
746 745 2.0
746 744 2.0
746 743 2.0
746 742 2.0
746 687 1.0
746 74 1.0
747 206 1.0
747 770 1.0
747 748 2.0
747 747 3.0
747 490 2.0
747 336 2.0
748 770 1.0
748 748 2.0
748 747 2.0
748 490 2.0
748 336 2.0
749 369 1.0
749 787 1.0
749 420 1.0
749 419 1.0
749 749 3.0
749 211 2.0
750 779 1.0
750 750 2.0
750 205 1.0
751 295 1.0
751 751 2.0
751 245 1.0
752 752 2.0
752 53 2.0
753 754 2.0
753 753 2.0
754 754 2.0
754 753 2.0
755 101 1.0
755 755 3.0
755 418 1.0
756 756 2.0
757 757 2.0
758 285 1.0
758 110 1.0
758 758 2.0
758 205 2.0
759 759 3.0
760 760 2.0
760 210 2.0
761 624 1.0
761 761 2.0
761 210 1.0
761 3 2.0
762 762 2.0
763 366 1.0
763 21 1.0
763 763 2.0
763 19 1.0
764 765 1.0
764 764 2.0
764 303 2.0
765 765 2.0
765 764 1.0
765 303 2.0
766 54 1.0
766 787 1.0
766 419 1.0
766 73 1.0
766 766 3.0
766 438 2.0
766 369 1.0
767 786 1.0
767 397 1.0
767 768 5.0
767 767 5.0
767 495 2.0
767 488 5.0
768 786 1.0
768 397 1.0
768 768 5.0
768 767 5.0
768 495 2.0
768 488 5.0
769 795 2.0
769 794 2.0
769 769 3.0
770 147 1.0
770 770 2.0
770 748 1.0
770 747 1.0
770 490 1.0
770 336 1.0
771 771 2.0
772 772 2.0
772 692 1.0
772 26 1.0
773 773 2.0
774 774 2.0
774 614 2.0
774 83 2.0
775 777 2.0
775 776 2.0
775 775 2.0
775 350 2.0
775 172 2.0
776 777 2.0
776 776 2.0
776 775 2.0
776 350 2.0
776 172 2.0
777 777 2.0
777 776 2.0
777 775 2.0
777 350 2.0
777 172 2.0
778 779 2.0
778 778 2.0
778 4 2.0
779 750 1.0
779 779 3.0
779 778 2.0
779 4 2.0
780 780 2.0
780 509 2.0
780 466 1.0
781 781 2.0
781 4 2.0
782 193 1.0
782 782 2.0
783 783 2.0
784 784 2.0
785 786 1.0
785 785 2.0
785 508 2.0
785 397 2.0
786 768 1.0
786 767 1.0
786 495 1.0
786 488 1.0
786 786 3.0
786 785 1.0
786 508 2.0
786 397 3.0
787 749 1.0
787 420 1.0
787 787 2.0
787 766 1.0
787 419 2.0
787 73 1.0
788 639 1.0
788 465 1.0
788 127 1.0
788 788 2.0
788 616 1.0
788 75 1.0
789 789 2.0
789 404 1.0
790 369 1.0
790 791 2.0
790 790 2.0
791 369 1.0
791 791 2.0
791 790 2.0
792 123 1.0
792 793 2.0
792 792 2.0
792 125 1.0
793 123 1.0
793 793 2.0
793 792 2.0
793 125 1.0
794 795 2.0
794 794 2.0
794 769 2.0
795 795 2.0
795 794 2.0
795 769 2.0
796 796 2.0
797 210 1.0
797 430 1.0
797 293 1.0
797 797 3.0
798 193 1.0
798 798 2.0
799 800 1.0
799 799 2.0
800 800 2.0
800 799 1.0
801 723 1.0
801 801 2.0
801 60 2.0
802 541 1.0
802 54 1.0
802 802 2.0
802 370 2.0
803 265 1.0
803 62 1.0
803 803 2.0
804 804 2.0
805 807 2.0
805 806 2.0
805 805 2.0
805 60 2.0
806 807 2.0
806 806 2.0
806 805 2.0
806 60 2.0
807 807 2.0
807 806 2.0
807 805 2.0
807 60 2.0
808 107 1.0
808 808 2.0
809 809 2.0
810 810 2.0
811 103 1.0
811 811 2.0
812 815 2.0
812 814 2.0
812 813 2.0
812 812 2.0
813 815 2.0
813 814 2.0
813 813 2.0
813 812 2.0
814 815 2.0
814 814 2.0
814 813 2.0
814 812 2.0
815 815 2.0
815 814 2.0
815 813 2.0
815 812 2.0
816 450 1.0
816 816 2.0
817 818 2.0
817 817 2.0
818 818 2.0
818 817 2.0
819 819 2.0
820 844 1.0
820 843 1.0
820 839 1.0
820 246 1.0
820 820 2.0
820 23 1.0
821 825 1.0
821 824 2.0
821 823 1.0
821 822 1.0
821 821 2.0
821 606 2.0
822 825 1.0
822 824 1.0
822 823 2.0
822 822 3.0
822 821 1.0
822 606 1.0
823 834 2.0
823 837 1.0
823 127 1.0
823 825 2.0
823 824 2.0
823 823 5.0
823 822 2.0
823 821 1.0
823 606 1.0
824 834 1.0
824 825 2.0
824 824 3.0
824 823 2.0
824 822 1.0
824 821 2.0
824 606 2.0
825 834 1.0
825 825 2.0
825 824 2.0
825 823 2.0
825 822 1.0
825 821 1.0
825 606 1.0
826 828 1.0
826 827 2.0
826 826 2.0
826 137 2.0
826 135 1.0
827 828 1.0
827 827 2.0
827 826 2.0
827 137 2.0
827 135 1.0
828 828 2.0
828 827 1.0
828 826 1.0
828 137 1.0
828 135 2.0
829 829 3.0
830 135 1.0
830 831 1.0
830 830 2.0
830 643 1.0
830 642 1.0
831 831 2.0
831 830 1.0
831 643 1.0
831 642 1.0
832 314 1.0
832 832 2.0
833 834 1.0
833 833 2.0
833 639 1.0
833 458 1.0
834 825 1.0
834 824 1.0
834 823 2.0
834 834 3.0
834 833 1.0
835 855 1.0
835 127 1.0
835 835 2.0
836 322 1.0
836 836 2.0
837 148 1.0
837 837 2.0
837 823 1.0
837 127 1.0
838 716 1.0
838 651 1.0
838 838 3.0
839 844 1.0
839 843 1.0
839 820 1.0
839 246 1.0
839 841 1.0
839 840 1.0
839 839 2.0
839 309 1.0
840 844 1.0
840 841 1.0
840 840 2.0
840 839 1.0
840 309 2.0
841 841 2.0
841 840 1.0
841 839 1.0
841 309 2.0
842 842 2.0
842 150 1.0
843 844 2.0
843 843 2.0
843 839 1.0
843 820 1.0
843 246 1.0
844 656 1.0
844 840 1.0
844 309 1.0
844 844 5.0
844 843 2.0
844 839 1.0
844 820 1.0
844 246 1.0
845 845 2.0
845 583 1.0
845 582 2.0
846 846 2.0
846 465 2.0
847 848 2.0
847 847 2.0
848 848 2.0
848 847 2.0
849 849 2.0
849 611 2.0
849 610 1.0
849 456 2.0
850 852 2.0
850 851 2.0
850 850 2.0
850 657 2.0
851 852 2.0
851 851 2.0
851 850 2.0
851 657 2.0
852 852 2.0
852 851 2.0
852 850 2.0
852 657 2.0
853 853 2.0
854 854 2.0
854 390 1.0
855 835 1.0
855 127 1.0
855 855 2.0
856 856 2.0
