4341 4341
98 98 7.0
100 4312 1.0
100 2212 2.0
100 100 2.0
102 521 1.0
102 102 1.0
104 4079 1.0
104 104 1.0
105 3704 1.0
105 264 1.0
105 105 4.0
108 4154 1.0
108 4088 1.0
108 541 1.0
108 108 2.0
109 109 2.0
110 4075 1.0
110 4323 2.0
110 1793 1.0
110 4138 2.0
110 2606 1.0
110 2966 1.0
110 3183 1.0
110 74 2.0
110 4084 2.0
110 3505 1.0
110 2345 2.0
110 110 10.0
113 4115 1.0
113 4114 1.0
113 113 1.0
118 118 1.0
123 793 1.0
123 123 1.0
130 3954 1.0
130 1919 1.0
130 130 1.0
137 137 1.0
147 3083 1.0
147 1906 1.0
147 2305 1.0
147 331 1.0
147 3593 1.0
147 3466 2.0
147 3218 1.0
147 3216 1.0
147 3966 2.0
147 147 6.0
150 2354 1.0
150 150 1.0
151 151 1.0
159 3135 1.0
159 2290 1.0
159 2289 1.0
159 3793 1.0
159 159 2.0
161 4316 1.0
161 4273 1.0
161 4250 1.0
161 2866 1.0
161 1699 1.0
161 3904 1.0
161 3015 1.0
161 2943 3.0
161 2174 1.0
161 1093 1.0
161 3414 1.0
161 482 1.0
161 3969 2.0
161 3968 3.0
161 3967 2.0
161 3095 2.0
161 3965 1.0
161 3964 2.0
161 3963 4.0
161 3370 1.0
161 161 10.0
165 3042 2.0
165 4233 2.0
165 4232 2.0
165 4213 1.0
165 4171 2.0
165 4170 1.0
165 165 6.0
166 4266 1.0
166 3769 1.0
166 166 3.0
172 4001 1.0
172 4000 1.0
172 1411 1.0
172 3066 1.0
172 3065 1.0
172 2853 1.0
172 4269 2.0
172 3095 1.0
172 172 3.0
174 2851 1.0
174 1696 1.0
174 1454 1.0
174 376 1.0
174 174 1.0
185 1229 1.0
185 1643 1.0
185 4048 1.0
185 1352 1.0
185 2802 1.0
185 2178 1.0
185 185 4.0
191 4258 1.0
191 3432 1.0
191 201 1.0
191 3785 1.0
191 191 2.0
192 3684 1.0
192 2222 1.0
192 3770 1.0
192 192 2.0
195 1680 1.0
195 4309 2.0
195 4057 1.0
195 1791 1.0
195 3529 1.0
195 58 1.0
195 3922 3.0
195 195 7.0
199 3928 1.0
199 2739 2.0
199 2287 2.0
199 199 2.0
201 4258 1.0
201 3432 1.0
201 191 1.0
201 3523 1.0
201 3058 1.0
201 83 1.0
201 3902 1.0
201 1925 1.0
201 1780 4.0
201 2384 4.0
201 2248 3.0
201 1311 2.0
201 201 8.0
202 3700 1.0
202 2889 1.0
202 439 1.0
202 3037 1.0
202 3972 1.0
202 3971 1.0
202 3970 1.0
202 3792 2.0
202 3791 2.0
202 3614 1.0
202 3572 3.0
202 3758 3.0
202 3757 2.0
202 2255 1.0
202 202 6.0
203 203 1.0
203 23 1.0
204 3093 1.0
204 2467 2.0
204 1095 2.0
204 204 5.0
205 4340 1.0
205 205 1.0
206 2208 1.0
206 387 1.0
206 4308 1.0
206 3261 1.0
206 1969 1.0
206 1960 1.0
206 1668 2.0
206 206 3.0
209 2946 1.0
209 209 1.0
211 4332 1.0
211 3479 1.0
211 3101 1.0
211 3241 1.0
211 4299 2.0
211 372 1.0
211 4159 1.0
211 1188 1.0
211 4137 1.0
211 3519 1.0
211 760 1.0
211 2646 2.0
211 4113 1.0
211 4112 1.0
211 4071 1.0
211 2783 1.0
211 2779 1.0
211 211 9.0
216 216 2.0
218 257 1.0
218 3333 1.0
218 976 1.0
218 3983 2.0
218 3844 1.0
218 3843 2.0
218 2427 1.0
218 218 7.0
221 3672 1.0
221 221 2.0
223 3665 1.0
223 223 3.0
227 1618 1.0
227 3850 1.0
227 4173 1.0
227 1831 1.0
227 227 3.0
229 2491 1.0
229 708 1.0
229 858 1.0
229 229 3.0
232 233 1.0
232 3685 2.0
232 232 2.0
233 3685 1.0
233 233 1.0
233 232 1.0
234 256 1.0
234 234 1.0
236 3335 1.0
236 3127 1.0
236 244 1.0
236 1232 1.0
236 1182 1.0
236 236 5.0
237 4199 1.0
237 2616 1.0
237 3816 1.0
237 3293 1.0
237 1294 1.0
237 237 3.0
238 238 1.0
239 3816 1.0
239 3742 1.0
239 2976 1.0
239 239 1.0
240 3668 2.0
240 3667 2.0
240 919 1.0
240 240 2.0
241 3840 2.0
241 241 2.0
242 1503 1.0
242 590 1.0
242 242 1.0
244 3127 1.0
244 236 1.0
244 912 1.0
244 2672 1.0
244 590 2.0
244 244 4.0
246 246 1.0
248 248 1.0
252 3931 1.0
252 252 1.0
256 256 1.0
256 234 1.0
257 3983 1.0
257 257 1.0
257 218 1.0
259 3116 1.0
259 2917 1.0
259 4292 1.0
259 3913 2.0
259 3369 2.0
259 3110 1.0
259 2396 1.0
259 2178 2.0
259 82 3.0
259 1960 1.0
259 259 6.0
260 3052 1.0
260 2756 1.0
260 1588 1.0
260 3778 2.0
260 3014 1.0
260 260 3.0
261 3772 1.0
261 988 1.0
261 3310 2.0
261 3686 3.0
261 261 8.0
263 3543 1.0
263 2859 1.0
263 569 1.0
263 3945 2.0
263 2740 1.0
263 2127 1.0
263 263 3.0
264 3703 1.0
264 3704 2.0
264 105 1.0
264 2138 1.0
264 1115 1.0
264 662 1.0
264 1902 1.0
264 3282 1.0
264 2139 1.0
264 4165 1.0
264 2761 2.0
264 3294 1.0
264 2978 4.0
264 1850 1.0
264 518 1.0
264 264 8.0
266 3909 2.0
266 2494 2.0
266 1519 1.0
266 267 2.0
266 943 1.0
266 3403 2.0
266 266 5.0
267 3909 2.0
267 2494 2.0
267 1519 1.0
267 267 2.0
267 266 2.0
271 271 1.0
275 275 1.0
281 281 1.0
282 282 1.0
283 2903 1.0
283 2408 1.0
283 283 1.0
284 2162 1.0
284 876 1.0
284 747 1.0
284 599 1.0
284 540 1.0
284 555 1.0
284 4152 2.0
284 710 4.0
284 284 9.0
293 3655 1.0
293 3476 1.0
293 293 1.0
300 300 1.0
307 3579 1.0
307 307 1.0
318 2062 1.0
318 318 1.0
318 91 1.0
322 326 1.0
322 322 1.0
326 326 1.0
326 322 1.0
329 4019 1.0
329 4285 1.0
329 4284 1.0
329 4283 1.0
329 4281 1.0
329 1933 1.0
329 82 1.0
329 2285 1.0
329 1362 2.0
329 329 3.0
331 2305 1.0
331 331 1.0
331 147 1.0
332 3111 1.0
332 2578 1.0
332 2919 1.0
332 332 4.0
332 70 2.0
336 3628 1.0
336 3512 1.0
336 3506 1.0
336 4157 2.0
336 3639 2.0
336 1401 5.0
336 1806 1.0
336 4097 2.0
336 4096 2.0
336 1959 4.0
336 336 10.0
337 3780 1.0
337 337 1.0
339 3206 2.0
339 3824 1.0
339 3160 1.0
339 339 3.0
340 4038 1.0
340 2329 1.0
340 83 1.0
340 3935 1.0
340 3790 1.0
340 2586 1.0
340 2331 2.0
340 1638 1.0
340 4003 1.0
340 340 4.0
344 344 1.0
346 4089 2.0
346 4018 2.0
346 4017 2.0
346 346 3.0
347 2809 1.0
347 3977 1.0
347 3364 1.0
347 3363 1.0
347 2498 1.0
347 3425 1.0
347 3163 1.0
347 2064 1.0
347 1936 1.0
347 3914 1.0
347 3913 1.0
347 3369 1.0
347 2178 2.0
347 2712 1.0
347 347 6.0
348 348 1.0
358 2574 1.0
358 358 1.0
359 4223 1.0
359 4049 1.0
359 359 1.0
360 3326 2.0
360 3314 1.0
360 1651 1.0
360 20 1.0
360 1703 1.0
360 1009 3.0
360 360 4.0
366 366 1.0
369 3484 1.0
369 369 2.0
372 4299 1.0
372 372 1.0
372 211 1.0
373 4338 1.0
373 1688 1.0
373 373 1.0
374 4272 1.0
374 374 1.0
376 2851 1.0
376 1696 1.0
376 1454 1.0
376 174 1.0
376 3803 2.0
376 3802 2.0
376 495 2.0
376 376 3.0
377 4223 1.0
377 1386 1.0
377 4049 1.0
377 2849 2.0
377 377 3.0
382 382 1.0
383 383 1.0
387 3744 1.0
387 3526 1.0
387 2208 1.0
387 1668 2.0
387 206 1.0
387 1393 1.0
387 387 3.0
391 2298 1.0
391 4002 1.0
391 4270 2.0
391 391 3.0
391 53 1.0
392 780 1.0
392 392 1.0
397 2999 1.0
397 1876 1.0
397 785 1.0
397 4008 2.0
397 397 4.0
400 4251 2.0
400 400 2.0
405 3186 1.0
405 1567 1.0
405 1181 1.0
405 527 1.0
405 484 1.0
405 405 1.0
412 487 1.0
412 412 1.0
414 3498 1.0
414 414 1.0
414 73 1.0
418 4331 1.0
418 710 1.0
418 418 2.0
420 2228 1.0
420 3857 1.0
420 3835 1.0
420 3435 1.0
420 2634 1.0
420 4098 1.0
420 420 5.0
421 4333 1.0
421 4317 1.0
421 1057 1.0
421 421 1.0
425 425 1.0
429 429 1.0
430 3072 1.0
430 430 1.0
434 4307 1.0
434 4306 1.0
434 2408 1.0
434 2213 1.0
434 4154 1.0
434 3616 1.0
434 2890 3.0
434 1687 1.0
434 541 2.0
434 98 1.0
434 2794 1.0
434 434 4.0
438 1610 1.0
438 4268 1.0
438 4267 1.0
438 3514 1.0
438 438 5.0
439 4310 1.0
439 4077 1.0
439 2008 1.0
439 4280 1.0
439 3232 2.0
439 1254 1.0
439 3758 1.0
439 202 1.0
439 2541 1.0
439 3700 2.0
439 2889 4.0
439 2526 1.0
439 3953 1.0
439 3952 4.0
439 3719 2.0
439 3718 2.0
439 3717 2.0
439 3257 3.0
439 439 12.0
451 3991 1.0
451 1741 1.0
451 451 1.0
465 465 1.0
466 3337 1.0
466 466 1.0
477 477 1.0
480 3314 1.0
480 480 1.0
482 2290 1.0
482 2289 1.0
482 3969 1.0
482 3968 1.0
482 3967 1.0
482 3414 1.0
482 482 2.0
482 161 1.0
484 3650 1.0
484 1567 1.0
484 1181 1.0
484 527 1.0
484 405 1.0
484 3186 2.0
484 484 3.0
486 4101 2.0
486 2273 2.0
486 4083 1.0
486 2793 1.0
486 486 3.0
487 487 1.0
487 412 1.0
488 4053 1.0
488 2831 1.0
488 2819 1.0
488 4050 1.0
488 2167 1.0
488 3230 1.0
488 2941 1.0
488 1711 2.0
488 660 2.0
488 4296 4.0
488 4288 1.0
488 2326 1.0
488 666 2.0
488 3167 2.0
488 2764 2.0
488 2873 1.0
488 2435 2.0
488 488 12.0
490 747 1.0
490 4250 1.0
490 3998 1.0
490 1056 1.0
490 536 1.0
490 490 3.0
491 3892 1.0
491 3891 1.0
491 3580 1.0
491 491 2.0
492 492 1.0
495 3106 1.0
495 3800 1.0
495 3803 2.0
495 3802 2.0
495 495 4.0
495 376 2.0
498 4120 1.0
498 498 1.0
505 4257 1.0
505 3103 1.0
505 505 1.0
507 3984 1.0
507 2328 1.0
507 507 1.0
509 3926 2.0
509 3925 2.0
509 509 2.0
510 3784 1.0
510 2032 1.0
510 510 1.0
517 4142 2.0
517 4141 2.0
517 517 2.0
518 3294 2.0
518 2978 1.0
518 1850 1.0
518 264 1.0
518 518 5.0
521 521 1.0
521 102 1.0
527 3186 1.0
527 1567 1.0
527 1181 1.0
527 527 1.0
527 484 1.0
527 405 1.0
528 528 1.0
530 4275 1.0
530 2948 1.0
530 1082 1.0
530 3432 1.0
530 3973 3.0
530 530 4.0
531 4022 1.0
531 2801 1.0
531 2526 1.0
531 1638 1.0
531 3829 1.0
531 3828 3.0
531 531 4.0
532 532 1.0
536 536 3.0
536 490 1.0
540 599 1.0
540 284 1.0
540 3483 2.0
540 3895 3.0
540 3894 3.0
540 3893 2.0
540 540 6.0
541 4118 1.0
541 543 1.0
541 4307 1.0
541 4306 1.0
541 2408 1.0
541 2213 1.0
541 108 1.0
541 4154 2.0
541 3616 1.0
541 2890 2.0
541 1687 1.0
541 434 2.0
541 98 1.0
541 4088 2.0
541 541 6.0
543 541 1.0
543 4118 2.0
543 543 2.0
545 545 1.0
547 4258 1.0
547 3822 1.0
547 2466 1.0
547 4209 1.0
547 4208 1.0
547 4207 2.0
547 3842 1.0
547 3414 1.0
547 547 3.0
548 548 1.0
550 2800 1.0
550 2168 1.0
550 550 2.0
551 3734 1.0
551 1638 1.0
551 551 1.0
552 1677 1.0
552 1844 3.0
552 2467 3.0
552 552 6.0
554 2437 2.0
554 554 2.0
555 284 1.0
555 555 4.0
558 3869 1.0
558 3490 1.0
558 3260 1.0
558 1079 1.0
558 558 2.0
560 3905 1.0
560 560 1.0
561 2983 2.0
561 2982 1.0
561 2657 3.0
561 562 2.0
561 561 3.0
562 2983 1.0
562 2657 2.0
562 562 2.0
562 561 2.0
563 3419 1.0
563 3416 1.0
563 3947 2.0
563 2499 1.0
563 760 1.0
563 563 5.0
563 52 1.0
568 4260 1.0
568 1476 1.0
568 568 1.0
569 3945 1.0
569 569 1.0
569 263 1.0
574 3677 1.0
574 3433 1.0
574 996 2.0
574 1728 1.0
574 1493 1.0
574 574 5.0
575 3677 1.0
575 869 1.0
575 575 1.0
576 4192 1.0
576 2644 1.0
576 1850 1.0
576 576 2.0
578 578 2.0
580 3641 1.0
580 580 3.0
584 2738 1.0
584 584 1.0
585 3916 1.0
585 3889 1.0
585 3343 2.0
585 3860 2.0
585 3342 3.0
585 3049 3.0
585 585 5.0
590 4305 1.0
590 23 1.0
590 912 1.0
590 3748 1.0
590 2980 1.0
590 2978 1.0
590 1089 1.0
590 645 1.0
590 58 1.0
590 2672 1.0
590 244 2.0
590 1503 1.0
590 590 9.0
590 242 1.0
591 591 1.0
592 3738 1.0
592 3666 1.0
592 3196 2.0
592 592 2.0
593 3942 1.0
593 3794 1.0
593 1014 1.0
593 593 2.0
596 4239 1.0
596 3199 1.0
596 4247 1.0
596 1967 1.0
596 2694 1.0
596 2434 1.0
596 3739 1.0
596 3192 2.0
596 1599 3.0
596 3866 2.0
596 3865 1.0
596 2734 2.0
596 2677 2.0
596 596 6.0
599 540 1.0
599 284 1.0
599 599 3.0
602 602 1.0
605 3782 2.0
605 3781 2.0
605 3702 2.0
605 2589 1.0
605 764 1.0
605 605 3.0
606 2531 1.0
606 2530 1.0
606 2448 1.0
606 2237 1.0
606 1318 1.0
606 606 1.0
610 4037 1.0
610 1210 1.0
610 610 1.0
614 1933 1.0
614 1280 1.0
614 614 1.0
620 1669 1.0
620 4326 1.0
620 620 2.0
623 1668 1.0
623 623 2.0
624 4311 1.0
624 4305 1.0
624 624 1.0
627 2792 1.0
627 627 2.0
633 3901 2.0
633 633 2.0
645 4183 1.0
645 887 1.0
645 1089 1.0
645 645 2.0
645 590 1.0
645 58 1.0
649 1181 1.0
649 649 1.0
660 4296 1.0
660 488 2.0
660 4053 2.0
660 2831 2.0
660 2819 2.0
660 3391 1.0
660 1344 1.0
660 660 5.0
662 2138 1.0
662 1115 1.0
662 662 1.0
662 264 1.0
663 2595 1.0
663 663 1.0
666 4296 1.0
666 3230 1.0
666 2941 1.0
666 1711 1.0
666 488 2.0
666 3061 1.0
666 2326 2.0
666 666 4.0
680 680 2.0
681 681 1.0
683 4144 1.0
683 2393 1.0
683 1501 1.0
683 683 2.0
684 3044 1.0
684 684 1.0
685 685 1.0
687 2655 1.0
687 3125 2.0
687 687 2.0
688 3398 1.0
688 1079 1.0
688 3857 1.0
688 3835 1.0
688 2377 1.0
688 688 2.0
689 2750 1.0
689 689 1.0
692 4167 1.0
692 993 1.0
692 692 1.0
693 693 2.0
694 969 1.0
694 694 1.0
697 1553 1.0
697 697 1.0
701 4286 1.0
701 3223 1.0
701 2235 1.0
701 701 2.0
706 706 1.0
708 229 1.0
708 2491 2.0
708 2175 1.0
708 708 2.0
710 4331 1.0
710 418 1.0
710 3516 1.0
710 2208 1.0
710 4152 2.0
710 4106 2.0
710 3252 2.0
710 1244 2.0
710 710 8.0
710 284 4.0
713 2454 1.0
713 3936 2.0
713 3194 3.0
713 713 4.0
721 3954 1.0
721 3848 2.0
721 3847 1.0
721 3710 1.0
721 3709 1.0
721 3708 1.0
721 2074 2.0
721 721 5.0
723 3972 1.0
723 3970 1.0
723 1288 1.0
723 3398 1.0
723 1079 1.0
723 723 4.0
724 2045 1.0
724 724 2.0
725 1321 1.0
725 725 2.0
727 3842 1.0
727 727 1.0
728 2504 1.0
728 728 1.0
746 746 1.0
746 74 1.0
747 1401 1.0
747 490 1.0
747 3605 1.0
747 747 6.0
747 284 1.0
749 2629 1.0
749 4329 2.0
749 2125 1.0
749 2116 1.0
749 749 4.0
750 3291 1.0
750 1595 1.0
750 4066 1.0
750 3681 1.0
750 3680 1.0
750 750 3.0
753 3532 1.0
753 3497 1.0
753 2241 1.0
753 754 2.0
753 753 2.0
754 3532 2.0
754 3497 2.0
754 2241 1.0
754 754 4.0
754 753 2.0
755 766 1.0
755 755 1.0
756 756 1.0
758 2883 1.0
758 2387 1.0
758 758 3.0
759 759 1.0
760 3547 1.0
760 4137 2.0
760 3519 1.0
760 211 1.0
760 2499 1.0
760 760 4.0
760 563 1.0
760 52 1.0
761 4324 1.0
761 1791 1.0
761 761 2.0
764 4318 2.0
764 1947 1.0
764 3349 3.0
764 2793 2.0
764 3990 3.0
764 3784 1.0
764 2989 3.0
764 1028 2.0
764 3702 1.0
764 2589 1.0
764 764 7.0
764 605 1.0
765 765 1.0
766 766 1.0
766 755 1.0
769 1609 1.0
769 2416 1.0
769 769 3.0
770 770 1.0
778 4244 1.0
778 3883 1.0
778 3982 1.0
778 3981 1.0
778 3774 1.0
778 2093 1.0
778 3730 2.0
778 3729 2.0
778 3360 1.0
778 778 4.0
780 780 1.0
780 392 1.0
781 4077 1.0
781 4076 1.0
781 1982 1.0
781 781 1.0
781 15 1.0
785 1876 1.0
785 785 1.0
785 397 1.0
786 2322 1.0
786 1369 1.0
786 3460 1.0
786 2545 1.0
786 1053 1.0
786 3736 1.0
786 2285 1.0
786 2062 1.0
786 3453 3.0
786 2712 1.0
786 2561 1.0
786 2546 3.0
786 4021 2.0
786 4020 1.0
786 3445 2.0
786 3418 1.0
786 2850 2.0
786 2075 1.0
786 786 9.0
788 4031 1.0
788 1201 1.0
788 788 1.0
793 793 1.0
793 123 1.0
797 2081 1.0
797 1806 1.0
797 797 3.0
810 2343 1.0
810 4144 1.0
810 2344 3.0
810 810 3.0
810 49 3.0
811 4173 1.0
811 811 1.0
815 4335 1.0
815 1278 1.0
815 815 1.0
856 856 1.0
857 2649 1.0
857 861 1.0
857 860 1.0
857 859 1.0
857 858 3.0
857 3690 3.0
857 857 5.0
858 3811 1.0
858 3690 1.0
858 2649 1.0
858 861 1.0
858 860 1.0
858 859 1.0
858 857 3.0
858 858 5.0
858 229 1.0
859 861 1.0
859 860 1.0
859 859 1.0
859 858 1.0
859 857 1.0
860 861 1.0
860 860 1.0
860 859 1.0
860 858 1.0
860 857 1.0
861 861 1.0
861 860 1.0
861 859 1.0
861 858 1.0
861 857 1.0
865 2733 1.0
865 2420 1.0
865 3739 1.0
865 3890 2.0
865 865 4.0
869 3677 1.0
869 575 1.0
869 3047 1.0
869 869 2.0
876 284 1.0
876 4163 2.0
876 2162 3.0
876 876 3.0
885 1877 1.0
885 885 1.0
887 645 1.0
887 4183 2.0
887 887 2.0
888 1791 1.0
888 3526 2.0
888 2218 2.0
888 888 2.0
891 3878 1.0
891 3877 1.0
891 1868 1.0
891 892 1.0
891 891 2.0
892 892 2.0
892 891 1.0
898 3836 1.0
898 898 2.0
909 910 2.0
909 909 2.0
910 910 2.0
910 909 2.0
912 912 1.0
912 590 1.0
912 244 1.0
914 4231 1.0
914 914 1.0
919 3668 1.0
919 3667 1.0
919 919 1.0
919 240 1.0
921 2997 1.0
921 4200 2.0
921 3298 1.0
921 4197 1.0
921 4196 2.0
921 2754 3.0
921 921 5.0
924 1507 1.0
924 924 1.0
928 928 3.0
936 936 2.0
938 1113 1.0
938 3279 1.0
938 938 3.0
943 943 1.0
943 266 1.0
945 945 2.0
947 4199 1.0
947 947 1.0
949 3820 1.0
949 1488 1.0
949 949 1.0
951 4162 1.0
951 1542 1.0
951 951 1.0
952 3297 1.0
952 2429 1.0
952 3899 2.0
952 952 3.0
953 2429 1.0
953 953 1.0
955 3281 1.0
955 2772 1.0
955 3867 1.0
955 1097 1.0
955 955 2.0
956 4298 1.0
956 2834 1.0
956 1391 1.0
956 956 3.0
958 958 1.0
962 3340 1.0
962 3002 2.0
962 962 3.0
969 1551 1.0
969 969 2.0
969 694 1.0
975 3197 1.0
975 3868 1.0
975 3407 1.0
975 975 3.0
976 3679 1.0
976 3333 1.0
976 218 1.0
976 3961 2.0
976 3380 2.0
976 2734 2.0
976 3379 2.0
976 3174 2.0
976 3133 1.0
976 2256 1.0
976 976 6.0
977 977 1.0
978 4316 1.0
978 1699 1.0
978 978 1.0
981 981 1.0
988 3772 1.0
988 3310 1.0
988 261 1.0
988 3739 1.0
988 988 2.0
993 3929 1.0
993 1530 2.0
993 36 1.0
993 4167 1.0
993 993 4.0
993 692 1.0
994 4234 1.0
994 994 1.0
995 2767 1.0
995 2743 1.0
995 995 2.0
996 3942 1.0
996 2760 2.0
996 2447 1.0
996 574 2.0
996 3433 5.0
996 3677 5.0
996 996 8.0
1000 1000 1.0
1007 1007 1.0
1009 3326 2.0
1009 1703 1.0
1009 1009 3.0
1009 360 3.0
1011 3766 1.0
1011 3155 1.0
1011 1011 1.0
1014 1014 1.0
1014 593 1.0
1025 3551 1.0
1025 3550 1.0
1025 4124 2.0
1025 3491 2.0
1025 2120 2.0
1025 1025 2.0
1027 1027 1.0
1028 3990 1.0
1028 3784 1.0
1028 2989 3.0
1028 1028 3.0
1028 764 2.0
1046 3950 1.0
1046 3758 1.0
1046 3053 1.0
1046 2255 1.0
1046 1046 1.0
1050 1050 1.0
1053 3460 1.0
1053 3453 1.0
1053 3445 1.0
1053 2545 1.0
1053 1053 1.0
1053 786 1.0
1056 4314 1.0
1056 4250 2.0
1056 490 1.0
1056 3998 3.0
1056 2955 2.0
1056 1699 2.0
1056 1056 4.0
1057 2905 1.0
1057 1444 1.0
1057 1985 1.0
1057 4333 1.0
1057 4317 1.0
1057 1057 3.0
1057 421 1.0
1058 1058 2.0
1064 1064 1.0
1072 4051 2.0
1072 3228 2.0
1072 1072 2.0
1074 1074 1.0
1079 1212 1.0
1079 688 1.0
1079 2634 1.0
1079 1732 1.0
1079 4140 3.0
1079 3398 3.0
1079 723 1.0
1079 3853 1.0
1079 3852 2.0
1079 3851 2.0
1079 3490 1.0
1079 3260 4.0
1079 1079 12.0
1079 558 1.0
1080 2712 1.0
1080 2255 1.0
1080 1642 1.0
1080 1080 1.0
1081 1081 1.0
1082 3934 1.0
1082 1694 1.0
1082 2948 1.0
1082 530 1.0
1082 4275 2.0
1082 1082 3.0
1083 1083 1.0
1085 1100 1.0
1085 1085 1.0
1089 1089 1.0
1089 645 1.0
1089 590 1.0
1089 58 1.0
1090 1090 1.0
1091 3653 1.0
1091 3233 1.0
1091 3179 1.0
1091 1093 1.0
1091 1091 1.0
1093 3611 1.0
1093 2859 1.0
1093 3352 1.0
1093 4238 2.0
1093 3653 1.0
1093 3233 1.0
1093 3179 1.0
1093 1091 1.0
1093 2965 1.0
1093 4081 6.0
1093 4080 3.0
1093 3613 2.0
1093 3242 4.0
1093 2943 1.0
1093 161 1.0
1093 3520 2.0
1093 2174 5.0
1093 1093 14.0
1095 1095 2.0
1095 204 2.0
1097 955 1.0
1097 3867 3.0
1097 3344 1.0
1097 1097 4.0
1099 4300 1.0
1099 3500 1.0
1099 1099 1.0
1100 3567 2.0
1100 3258 3.0
1100 3302 1.0
1100 1100 5.0
1100 1085 1.0
1103 1103 1.0
1106 1106 1.0
1109 1109 2.0
1112 3024 1.0
1112 1867 1.0
1112 1112 2.0
1113 4162 1.0
1113 1113 2.0
1113 938 1.0
1114 1114 2.0
1115 2138 1.0
1115 662 1.0
1115 264 1.0
