150 150
56 56 2.0
57 57 2.0
58 90 1.0
58 105 1.0
58 98 1.0
58 58 3.0
59 59 2.0
60 60 4.0
60 15 1.0
61 62 2.0
61 61 2.0
62 62 3.0
62 61 2.0
63 63 2.0
64 64 2.0
65 65 2.0
66 121 1.0
66 66 2.0
67 68 2.0
67 67 3.0
68 68 2.0
68 67 2.0
69 70 1.0
69 69 3.0
70 92 2.0
70 91 2.0
70 86 1.0
70 70 4.0
70 69 1.0
71 71 2.0
72 12 1.0
72 73 3.0
72 72 3.0
73 12 1.0
73 73 5.0
73 72 3.0
74 74 3.0
75 75 2.0
76 53 1.0
76 76 3.0
76 55 3.0
77 77 2.0
78 136 1.0
78 80 2.0
78 79 2.0
78 78 2.0
79 136 1.0
79 80 2.0
79 79 2.0
79 78 2.0
80 136 1.0
80 80 2.0
80 79 2.0
80 78 2.0
81 81 2.0
82 93 1.0
82 83 2.0
82 82 3.0
83 83 2.0
83 82 2.0
84 87 1.0
84 86 2.0
84 85 1.0
84 84 2.0
85 141 1.0
85 87 2.0
85 86 1.0
85 85 3.0
85 84 1.0
86 70 1.0
86 87 1.0
86 86 3.0
86 85 1.0
86 84 2.0
87 87 3.0
87 86 1.0
87 85 2.0
87 84 1.0
88 88 3.0
89 89 2.0
90 58 1.0
90 90 2.0
91 92 2.0
91 91 2.0
91 70 2.0
92 92 2.0
92 91 2.0
92 70 2.0
93 82 1.0
93 93 2.0
94 106 1.0
94 95 2.0
94 94 2.0
95 101 1.0
95 106 2.0
95 95 5.0
95 94 2.0
96 96 2.0
97 32 1.0
97 31 1.0
97 100 2.0
97 99 2.0
97 97 3.0
98 105 1.0
98 58 1.0
98 98 2.0
98 49 1.0
99 32 1.0
99 31 1.0
99 100 2.0
99 99 2.0
99 97 2.0
100 32 1.0
100 31 1.0
100 100 2.0
100 99 2.0
100 97 2.0
101 106 1.0
101 95 1.0
101 101 3.0
102 102 2.0
103 124 1.0
103 104 2.0
103 103 5.0
104 104 2.0
104 103 2.0
105 128 1.0
105 105 2.0
105 98 1.0
105 58 1.0
106 101 1.0
106 106 2.0
106 95 2.0
106 94 1.0
107 107 2.0
108 109 1.0
108 108 3.0
109 109 2.0
109 108 1.0
110 110 2.0
111 113 1.0
111 112 4.0
111 111 4.0
112 113 1.0
112 112 4.0
112 111 4.0
113 15 1.0
113 113 2.0
113 112 1.0
113 111 1.0
114 115 1.0
114 114 2.0
115 115 3.0
115 114 1.0
116 116 2.0
117 118 2.0
117 117 2.0
118 122 1.0
118 118 3.0
118 117 2.0
119 120 1.0
119 119 2.0
120 120 2.0
120 119 1.0
121 121 2.0
121 66 1.0
122 122 2.0
122 118 1.0
123 125 2.0
123 123 3.0
124 124 2.0
124 103 1.0
125 125 2.0
125 123 2.0
126 126 2.0
127 127 3.0
128 105 1.0
128 131 1.0
128 130 1.0
128 129 1.0
128 128 2.0
129 23 1.0
129 131 1.0
129 130 1.0
129 129 3.0
129 128 1.0
130 131 1.0
130 130 2.0
130 129 1.0
130 128 1.0
131 131 2.0
131 130 1.0
131 129 1.0
131 128 1.0
132 134 2.0
132 133 2.0
132 132 3.0
133 134 2.0
133 133 2.0
133 132 2.0
134 134 2.0
134 133 2.0
134 132 2.0
135 137 1.0
135 135 3.0
136 136 2.0
136 80 1.0
136 79 1.0
136 78 1.0
137 135 1.0
137 137 3.0
138 149 2.0
138 148 2.0
138 145 2.0
138 138 3.0
139 139 2.0
140 140 2.0
141 141 2.0
141 85 1.0
142 146 1.0
142 142 2.0
143 143 2.0
144 144 2.0
145 149 2.0
145 148 2.0
145 138 2.0
145 145 3.0
146 146 2.0
146 142 1.0
147 147 2.0
148 149 2.0
148 148 2.0
148 145 2.0
148 138 2.0
149 149 2.0
149 148 2.0
149 145 2.0
149 138 2.0
