2971 2971
82 2826 2.0
82 505 1.0
82 70 1.0
82 2924 1.0
82 2462 1.0
82 1081 1.0
82 1080 1.0
82 1933 1.0
82 2873 2.0
82 2872 2.0
82 2384 1.0
82 201 1.0
82 1499 1.0
82 2742 1.0
82 2064 5.0
82 2040 2.0
82 2567 1.0
82 2566 1.0
82 82 12.0
82 69 1.0
83 83 1.0
86 86 1.0
88 2040 1.0
88 159 1.0
88 82 1.0
88 2595 1.0
88 88 2.0
91 91 1.0
96 2898 1.0
96 2004 1.0
96 2601 1.0
96 96 2.0
98 2623 1.0
98 2593 1.0
98 1687 1.0
98 281 2.0
98 98 3.0
99 2861 1.0
99 764 1.0
99 99 1.0
100 100 1.0
101 101 1.0
103 1679 1.0
103 103 1.0
104 2717 1.0
104 2208 2.0
104 1176 1.0
104 104 2.0
105 2955 1.0
105 2108 1.0
105 105 2.0
108 2968 1.0
108 2966 1.0
108 2794 1.0
108 434 1.0
108 108 1.0
109 2368 1.0
109 1257 1.0
109 2407 1.0
109 109 2.0
110 1407 1.0
110 2793 1.0
110 2792 1.0
110 627 1.0
110 1764 1.0
110 74 1.0
110 2273 1.0
110 486 1.0
110 2894 2.0
110 2606 3.0
110 2885 1.0
110 1082 1.0
110 110 9.0
111 2759 1.0
111 2758 1.0
111 2234 2.0
111 111 2.0
112 1955 1.0
112 112 1.0
113 2897 1.0
113 2058 2.0
113 113 2.0
122 2970 1.0
122 122 2.0
127 1172 1.0
127 136 1.0
127 127 1.0
136 1172 1.0
136 136 1.0
136 127 1.0
144 848 1.0
144 144 1.0
147 2930 2.0
147 2929 2.0
147 2160 1.0
147 2044 1.0
147 2615 2.0
147 2295 1.0
147 661 1.0
147 1906 2.0
147 1362 2.0
147 2325 3.0
147 1660 2.0
147 147 8.0
150 1825 1.0
150 1480 1.0
150 150 1.0
151 151 1.0
157 157 1.0
158 2577 1.0
158 1786 1.0
158 158 1.0
159 2040 1.0
159 88 1.0
159 82 1.0
159 2288 1.0
159 2483 2.0
159 2828 2.0
159 2290 4.0
159 2289 5.0
159 159 7.0
161 161 1.0
164 2818 1.0
164 164 1.0
165 1112 1.0
165 165 1.0
172 2550 1.0
172 2297 1.0
172 2853 2.0
172 2317 2.0
172 172 2.0
185 2278 1.0
185 2178 1.0
185 185 2.0
193 193 1.0
195 2419 1.0
195 1949 1.0
195 195 4.0
198 198 1.0
199 199 1.0
201 2103 1.0
201 1311 1.0
201 1780 1.0
201 2335 1.0
201 2873 1.0
201 2872 1.0
201 82 1.0
201 2849 1.0
201 2848 1.0
201 2385 3.0
201 2248 2.0
201 2171 1.0
201 2170 1.0
201 2805 4.0
201 2804 5.0
201 2384 7.0
201 1386 2.0
201 1081 1.0
201 1080 2.0
201 201 11.0
203 203 2.0
205 2945 1.0
205 2876 1.0
205 2883 1.0
205 2882 1.0
205 2105 2.0
205 1182 2.0
205 2718 1.0
205 205 6.0
207 2862 1.0
207 2612 1.0
207 207 3.0
210 1780 1.0
210 1035 1.0
210 2630 1.0
210 373 1.0
210 779 1.0
210 1945 1.0
210 2881 2.0
210 2880 2.0
210 2879 2.0
210 2878 2.0
210 2749 2.0
210 2403 2.0
210 1090 2.0
210 210 5.0
211 2094 2.0
211 1188 2.0
211 287 1.0
211 1695 1.0
211 2116 1.0
211 749 1.0
211 1088 2.0
211 2875 2.0
211 2100 1.0
211 211 10.0
213 2127 1.0
213 213 1.0
214 214 1.0
215 215 1.0
216 999 1.0
216 345 1.0
216 216 1.0
217 217 1.0
218 1964 1.0
218 2427 1.0
218 218 2.0
221 221 1.0
227 227 1.0
228 2737 2.0
228 228 2.0
232 233 1.0
232 232 3.0
233 233 1.0
233 232 1.0
237 434 1.0
237 1595 1.0
237 237 2.0
238 1627 1.0
238 238 2.0
239 2759 1.0
239 2235 1.0
239 2234 1.0
239 239 1.0
240 2153 1.0
240 2145 1.0
240 240 1.0
241 284 1.0
241 241 1.0
246 1732 1.0
246 1295 1.0
246 2639 1.0
246 246 2.0
247 2484 1.0
247 518 1.0
247 247 2.0
248 248 1.0
259 1960 1.0
259 259 2.0
260 2741 1.0
260 1588 1.0
260 904 1.0
260 260 1.0
261 1595 1.0
261 261 2.0
262 262 1.0
263 2127 1.0
263 2890 1.0
263 2889 4.0
263 1984 3.0
263 263 4.0
264 2139 1.0
264 264 2.0
271 2270 1.0
271 271 1.0
275 275 2.0
279 289 1.0
279 279 1.0
280 280 1.0
280 49 1.0
281 2623 1.0
281 2593 1.0
281 281 2.0
281 98 2.0
282 282 1.0
284 599 1.0
284 540 1.0
284 1932 1.0
284 284 3.0
284 241 1.0
287 287 1.0
287 211 1.0
289 289 1.0
289 279 1.0
293 293 1.0
302 2724 1.0
302 302 1.0
303 303 1.0
307 1870 1.0
307 2555 1.0
307 307 2.0
323 323 1.0
329 2809 1.0
329 2700 1.0
329 2435 1.0
329 666 1.0
329 488 1.0
329 2826 1.0
329 1933 1.0
329 614 1.0
329 2525 1.0
329 1320 1.0
329 329 4.0
332 2924 1.0
332 2578 1.0
332 332 3.0
332 70 1.0
336 1401 1.0
336 747 1.0
336 1959 3.0
336 336 4.0
339 1346 1.0
339 2934 1.0
339 2062 1.0
339 339 3.0
340 2329 1.0
340 736 1.0
340 2314 1.0
340 2753 1.0
340 2331 3.0
340 2107 1.0
340 551 1.0
340 340 3.0
345 999 1.0
345 345 1.0
345 216 1.0
347 597 1.0
347 2809 1.0
347 2272 1.0
347 2800 1.0
347 2680 1.0
347 2034 1.0
347 2783 1.0
347 2779 1.0
347 1347 1.0
347 347 5.0
349 2936 1.0
349 349 1.0
358 2574 1.0
358 2829 2.0
358 358 3.0
359 359 1.0
360 1703 1.0
360 1009 3.0
360 360 3.0
361 2823 1.0
361 1998 1.0
361 361 1.0
366 2395 1.0
366 366 2.0
369 2965 1.0
369 2951 1.0
369 1693 2.0
369 369 6.0
373 2630 1.0
373 373 1.0
373 210 1.0
374 765 1.0
374 764 1.0
374 374 2.0
375 375 1.0
376 495 1.0
376 376 3.0
382 382 1.0
391 391 1.0
391 53 1.0
392 2305 1.0
392 392 1.0
395 395 1.0
397 2752 2.0
397 397 2.0
398 956 1.0
398 398 1.0
401 401 1.0
405 405 1.0
408 408 3.0
412 487 1.0
412 412 1.0
414 15 1.0
414 2794 1.0
414 2793 1.0
414 2792 1.0
414 414 2.0
418 755 1.0
418 418 3.0
419 1799 1.0
419 419 2.0
421 1800 1.0
421 421 3.0
427 811 2.0
427 427 3.0
429 429 2.0
433 1872 1.0
433 433 2.0
434 2969 2.0
434 2019 1.0
434 541 1.0
434 2968 2.0
434 2966 2.0
434 2794 2.0
434 108 1.0
434 434 5.0
434 237 1.0
438 438 2.0
439 2466 1.0
439 1715 1.0
439 2206 1.0
439 2910 2.0
439 2414 1.0
439 2221 1.0
439 2243 1.0
439 713 1.0
439 439 7.0
449 449 1.0
450 450 1.0
455 2748 1.0
455 455 2.0
477 477 1.0
484 2446 1.0
484 484 3.0
486 2292 1.0
486 2273 1.0
486 110 1.0
486 2793 1.0
486 486 3.0
487 412 1.0
487 2888 1.0
487 2887 1.0
487 487 2.0
488 2807 1.0
488 2873 1.0
488 2702 1.0
488 2942 2.0
488 2941 2.0
488 2716 2.0
488 2940 2.0
488 2084 2.0
488 1080 2.0
488 2764 2.0
488 1628 2.0
488 2700 1.0
488 2435 1.0
488 666 1.0
488 488 10.0
488 329 1.0
495 2877 1.0
495 2056 1.0
495 376 1.0
495 495 3.0
505 2826 1.0
505 2064 1.0
505 82 1.0
505 70 1.0
505 1056 1.0
505 1338 1.0
505 505 3.0
507 2832 1.0
507 507 1.0
511 511 1.0
518 1902 1.0
518 2484 1.0
518 247 1.0
518 518 3.0
523 2603 1.0
523 2233 2.0
523 1009 1.0
523 523 2.0
524 1238 1.0
524 524 1.0
530 2816 2.0
530 530 2.0
531 2844 1.0
531 2888 1.0
531 2887 1.0
531 2845 1.0
531 2830 1.0
531 2092 2.0
531 2801 2.0
531 531 5.0
532 752 1.0
532 532 1.0
540 284 1.0
540 1852 1.0
540 599 2.0
540 540 4.0
541 2968 1.0
541 2966 1.0
541 2794 1.0
541 2019 1.0
541 434 1.0
541 2945 1.0
541 543 1.0
541 2907 2.0
541 541 7.0
541 54 3.0
543 541 1.0
543 2945 2.0
543 1377 1.0
543 2603 1.0
543 2703 1.0
543 761 1.0
543 2730 1.0
543 2635 1.0
543 2014 1.0
543 543 5.0
546 546 1.0
547 1918 1.0
547 1387 1.0
547 547 1.0
548 548 1.0
550 2802 2.0
550 550 3.0
551 2331 1.0
551 2107 2.0
551 340 1.0
551 2753 2.0
551 1638 2.0
551 551 3.0
552 1844 1.0
552 552 1.0
554 554 2.0
555 1488 1.0
555 555 1.0
561 2657 1.0
561 1258 1.0
561 562 2.0
561 561 2.0
562 2657 1.0
562 1258 1.0
562 562 2.0
562 561 2.0
563 563 1.0
564 2756 1.0
564 2755 1.0
564 2461 1.0
564 2259 1.0
564 1588 1.0
564 904 1.0
564 564 1.0
565 565 1.0
569 569 1.0
573 573 1.0
578 578 3.0
584 2738 2.0
584 584 3.0
590 2957 1.0
590 590 4.0
591 593 1.0
591 591 1.0
592 976 1.0
592 592 3.0
593 593 1.0
593 591 1.0
596 2245 1.0
596 1599 1.0
596 2785 1.0
596 1602 3.0
596 2494 1.0
596 1598 1.0
596 1587 1.0
596 596 5.0
597 347 1.0
597 2769 1.0
597 597 2.0
599 284 1.0
599 1852 1.0
599 599 2.0
599 540 2.0
603 692 1.0
603 603 1.0
606 613 1.0
606 606 1.0
613 613 1.0
613 606 1.0
614 2826 1.0
614 1933 1.0
614 614 1.0
614 329 1.0
615 615 1.0
620 1179 1.0
620 1987 1.0
620 2356 1.0
620 620 4.0
624 1964 1.0
624 624 1.0
627 2793 1.0
627 2792 1.0
627 110 1.0
627 627 2.0
630 630 2.0
633 2928 1.0
633 2236 1.0
633 633 1.0
644 1471 1.0
644 644 1.0
660 2847 1.0
660 2052 1.0
660 1656 1.0
660 2747 1.0
660 2746 1.0
660 660 3.0
661 2615 1.0
661 2295 1.0
661 1906 1.0
661 1362 1.0
661 661 1.0
661 147 1.0
663 663 1.0
666 2700 1.0
666 2435 1.0
666 488 1.0
666 329 1.0
666 2326 1.0
666 666 3.0
667 1932 1.0
667 667 1.0
669 1901 1.0
669 692 2.0
669 669 4.0
688 2203 1.0
688 1885 1.0
688 966 1.0
688 688 1.0
689 2787 1.0
689 2750 2.0
689 2444 2.0
689 689 3.0
692 603 1.0
692 692 3.0
692 669 2.0
701 2517 1.0
701 1902 2.0
701 701 3.0
706 706 1.0
710 2890 1.0
710 2889 1.0
710 723 1.0
710 710 5.0
713 2943 2.0
713 2243 2.0
713 439 1.0
713 2168 1.0
713 713 5.0
718 1342 1.0
718 718 1.0
718 71 1.0
721 2092 1.0
721 2074 1.0
721 721 2.0
723 769 1.0
723 1682 1.0
723 723 5.0
723 710 1.0
724 2191 1.0
724 1998 1.0
724 2540 1.0
724 2303 1.0
724 1938 1.0
724 724 2.0
727 1717 1.0
727 2419 1.0
727 727 2.0
731 2908 1.0
731 2856 1.0
731 747 1.0
731 731 1.0
736 2331 1.0
736 2329 1.0
736 736 1.0
736 340 1.0
747 2856 1.0
747 731 1.0
747 1959 1.0
747 1401 1.0
747 336 1.0
747 2908 2.0
747 747 4.0
749 2207 1.0
749 2956 2.0
749 2116 1.0
749 211 1.0
749 1692 2.0
749 2353 2.0
749 2216 1.0
749 749 6.0
751 751 2.0
752 532 1.0
752 2877 1.0
752 2609 1.0
752 1969 1.0
752 752 2.0
753 1391 1.0
753 754 1.0
753 753 1.0
754 1391 1.0
754 753 1.0
754 2857 1.0
754 754 2.0
755 755 1.0
755 418 1.0
756 756 3.0
760 2886 2.0
760 760 2.0
761 2864 2.0
761 1257 1.0
761 2703 1.0
761 761 4.0
761 543 1.0
764 374 1.0
764 99 1.0
764 2861 2.0
764 2589 1.0
764 765 2.0
764 764 3.0
765 374 1.0
765 2013 1.0
765 2861 1.0
765 2589 1.0
765 764 2.0
765 765 5.0
769 2058 1.0
769 2952 1.0
769 794 1.0
769 769 3.0
769 723 1.0
772 2918 1.0
772 2917 1.0
772 772 1.0
779 2881 1.0
779 2880 1.0
779 2879 1.0
779 2878 1.0
779 2749 1.0
779 2403 1.0
779 1090 1.0
779 779 1.0
779 210 1.0
784 2840 1.0
784 784 1.0
786 2850 1.0
786 2822 1.0
786 2821 1.0
786 2546 1.0
786 2545 1.0
786 786 2.0
794 2416 1.0
794 2952 1.0
794 794 2.0
794 769 1.0
797 2208 1.0
797 1688 1.0
797 797 1.0
799 1278 1.0
799 799 1.0
810 810 1.0
810 49 1.0
811 811 3.0
811 427 2.0
816 816 1.0
848 848 1.0
848 144 1.0
853 853 1.0
858 861 1.0
858 860 1.0
858 858 1.0
860 861 1.0
860 860 1.0
860 858 1.0
861 861 1.0
861 860 1.0
861 858 1.0
865 2735 2.0
865 2734 2.0
865 1526 2.0
865 2733 3.0
865 865 4.0
867 869 1.0
867 867 1.0
869 867 1.0
869 2743 1.0
869 995 1.0
869 869 2.0
883 2124 1.0
883 1132 1.0
883 1586 1.0
883 883 3.0
891 892 2.0
891 891 2.0
892 892 2.0
892 891 2.0
894 894 1.0
904 2741 1.0
904 260 1.0
904 2756 2.0
904 2755 2.0
904 2461 1.0
904 2259 1.0
904 1588 3.0
904 904 3.0
904 564 1.0
908 908 1.0
918 918 1.0
928 928 2.0
936 2803 3.0
936 936 4.0
938 938 1.0
947 2807 1.0
947 947 1.0
951 1542 1.0
951 951 1.0
955 2806 1.0
955 2274 1.0
955 1117 1.0
955 2772 2.0
955 2050 2.0
955 955 3.0
956 2078 1.0
956 398 1.0
956 2851 2.0
956 2836 2.0
956 2835 1.0
956 2834 2.0
956 956 8.0
958 958 1.0
962 962 1.0
966 2203 1.0
966 1885 1.0
966 966 1.0
966 688 1.0
975 975 1.0
975 33 1.0
976 592 1.0
976 2732 1.0
976 2731 2.0
976 2256 1.0
976 976 5.0
976 50 1.0
986 986 1.0
988 988 1.0
994 2757 1.0
994 994 1.0
995 2767 1.0
995 869 1.0
995 2743 2.0
995 995 3.0
996 2447 1.0
996 2760 1.0
996 996 2.0
999 999 1.0
999 345 1.0
999 216 1.0
1003 1003 1.0
1009 2233 1.0
1009 523 1.0
1009 1703 1.0
1009 1009 5.0
1009 360 3.0
1014 2232 1.0
1014 1014 1.0
1028 2928 1.0
1028 1926 1.0
1028 1028 2.0
1030 1030 1.0
1034 1034 1.0
1035 1780 1.0
1035 1035 1.0
1035 210 1.0
1038 2558 1.0
1038 2810 3.0
1038 1038 3.0
1038 69 1.0
1039 1039 1.0
1046 1046 1.0
1050 2933 2.0
1050 2932 2.0
1050 2931 2.0
1050 2708 2.0
1050 1050 2.0
1056 2820 1.0
1056 2176 1.0
1056 1362 1.0
1056 1170 1.0
1056 505 1.0
1056 2513 1.0
1056 2322 1.0
1056 1369 1.0
1056 1056 4.0
1059 2617 1.0
1059 2575 1.0
1059 1059 1.0
1064 1064 1.0
1068 1677 2.0
1068 2798 2.0
1068 2797 2.0
1068 1127 3.0
1068 1097 2.0
1068 1068 4.0
1069 1069 2.0
1079 2588 1.0
1079 1079 2.0
1080 2941 1.0
1080 2873 2.0
1080 2872 1.0
1080 82 1.0
1080 2084 1.0
1080 488 2.0
1080 201 2.0
1080 2248 2.0
1080 2247 1.0
1080 2171 2.0
1080 2170 2.0
1080 1081 3.0
1080 1080 6.0
1081 2873 1.0
1081 2872 1.0
1081 82 1.0
1081 201 1.0
1081 2248 1.0
1081 2247 1.0
1081 2171 2.0
1081 2170 2.0
1081 1081 4.0
1081 1080 3.0
1082 2948 2.0
1082 2885 1.0
1082 1082 3.0
1082 110 1.0
1083 2952 1.0
1083 1083 1.0
1088 1088 2.0
1088 211 2.0
1090 779 1.0
1090 2881 2.0
1090 2880 2.0
1090 2879 2.0
1090 2878 2.0
1090 2749 2.0
1090 2403 2.0
1090 1090 2.0
1090 210 2.0
1091 1093 1.0
1091 1091 1.0
1093 2640 1.0
1093 2912 3.0
1093 1694 1.0
1093 1091 1.0
1093 1093 9.0
1094 2558 1.0
1094 1094 1.0
1096 1096 1.0
1097 2798 1.0
1097 2797 1.0
1097 1127 1.0
1097 1097 2.0
1097 1068 2.0
1100 1100 1.0
1103 1103 1.0
1109 2744 1.0
1109 1109 1.0
1112 165 1.0
1112 1112 2.0
1117 2806 1.0
1117 2274 1.0
1117 955 1.0
1117 1873 1.0
1117 1117 3.0
1118 2766 1.0
1118 1118 1.0
1127 1677 2.0
1127 2798 2.0
1127 2797 2.0
1127 1127 3.0
1127 1097 1.0
1127 1068 3.0
1132 2124 1.0
1132 1132 1.0
1132 883 1.0
1146 1146 1.0
1157 2922 1.0
1157 2920 2.0
1157 1162 1.0
1157 1157 3.0
1162 2920 1.0
1162 1162 1.0
1162 1157 1.0
1164 1164 1.0
1167 1977 1.0
1167 1167 1.0
1170 1362 1.0
1170 1170 1.0
1170 1056 1.0
1172 1172 1.0
1172 136 1.0
1172 127 1.0
1173 2306 2.0
1173 2305 4.0
1173 1173 4.0
1176 2208 1.0
1176 104 1.0
1176 1176 2.0
1176 34 1.0
1179 620 1.0
1179 2433 1.0
1179 2356 1.0
1179 2354 1.0
1179 1179 2.0
1181 2729 1.0
1181 2605 1.0
1181 1923 1.0
1181 2618 1.0
1181 2371 1.0
1181 1702 1.0
1181 2631 1.0
1181 2896 2.0
1181 2524 1.0
1181 2858 1.0
1181 2393 1.0
1181 1181 6.0
1182 2883 1.0
1182 2882 1.0
1182 2105 2.0
1182 1182 2.0
1182 205 2.0
1183 2646 1.0
1183 1183 1.0
1186 1186 1.0
1188 2094 3.0
1188 211 2.0
1188 2372 1.0
1188 1668 1.0
1188 1188 5.0
1191 1191 1.0
1236 1236 2.0
1237 2776 1.0
1237 2775 1.0
1237 1237 2.0
1238 1238 1.0
1238 524 1.0
1243 2259 1.0
1243 2762 2.0
1243 2740 1.0
1243 2659 2.0
1243 1903 2.0
1243 1243 3.0
1244 1560 1.0
1244 1244 1.0
1245 2323 1.0
1245 1245 2.0
1248 1248 1.0
1250 1250 1.0
1251 1251 1.0
1255 1255 1.0
1257 2368 1.0
1257 109 1.0
1257 2864 1.0
1257 1257 2.0
1257 761 1.0
1258 2657 1.0
1258 1258 1.0
1258 562 1.0
1258 561 1.0
1275 1275 1.0
1277 1277 1.0
1278 799 1.0
1278 1278 2.0
1279 2774 1.0
1279 1279 1.0
1293 2740 1.0
1293 1293 1.0
1295 1732 1.0
1295 1295 1.0
1295 246 1.0
1297 2426 1.0
1297 1297 1.0
1298 2163 1.0
1298 1298 2.0
1298 45 2.0
1310 2850 2.0
1310 1310 2.0
1311 2804 1.0
1311 2384 1.0
1311 201 1.0
1311 2511 1.0
1311 2103 2.0
1311 2768 2.0
1311 1311 4.0
1317 1317 1.0
1317 43 1.0
1320 1337 1.0
1320 1336 1.0
1320 2525 1.0
1320 329 1.0
1320 2760 1.0
1320 1320 3.0
1328 1329 1.0
1328 1328 1.0
1329 1329 1.0
1329 1328 1.0
1334 2937 2.0
1334 1334 3.0
1336 1337 1.0
1336 1336 1.0
1336 1320 1.0
1337 2543 1.0
1337 2542 1.0
1337 2101 1.0
1337 1337 2.0
1337 1336 1.0
1337 1320 1.0
1338 1338 1.0
1338 505 1.0
1339 2778 1.0
1339 2777 1.0
1339 1589 1.0
1339 1339 1.0
1342 1342 1.0
1342 718 1.0
1342 71 1.0
1344 1344 1.0
1346 1346 1.0
1346 339 1.0
1347 2783 1.0
1347 2779 1.0
1347 1347 1.0
1347 347 1.0
1353 2118 1.0
1353 1353 1.0
1356 1356 1.0
1362 1741 1.0
1362 1426 1.0
1362 1170 1.0
1362 1056 1.0
1362 2615 1.0
1362 2295 1.0
1362 661 1.0
1362 1906 2.0
1362 1660 1.0
1362 1362 4.0
1362 147 2.0
1364 1364 1.0
1365 2710 1.0
1365 1365 1.0
1369 2513 1.0
1369 2322 1.0
1369 1369 1.0
1369 1056 1.0
1376 1376 1.0
1377 2945 1.0
1377 1377 1.0
1377 543 1.0
1379 2870 1.0
1379 1379 1.0
1380 1380 1.0
1381 1381 1.0
1385 1385 2.0
1386 2107 1.0
1386 2849 3.0
1386 2848 3.0
1386 2805 1.0
1386 2804 1.0
1386 2384 1.0
1386 1386 5.0
1386 201 2.0
1387 547 1.0
1387 2383 1.0
1387 1918 2.0
1387 1387 2.0
1391 1391 1.0
1391 754 1.0
1391 753 1.0
1393 1393 1.0
1401 1959 1.0
1401 1401 2.0
1401 747 1.0
1401 336 1.0
1402 2936 1.0
1402 2856 1.0
1402 2218 1.0
1402 1402 2.0
1406 2841 1.0
1406 15 1.0
1406 2352 1.0
1406 2859 1.0
1406 1406 3.0
1407 110 1.0
1407 2871 1.0
1407 2788 1.0
1407 1407 4.0
1411 2084 1.0
1411 1411 1.0
1412 2053 1.0
1412 1412 1.0
1416 1416 1.0
1417 2884 2.0
1417 1417 3.0
1418 2944 2.0
1418 1418 2.0
1424 1425 1.0
1424 1424 2.0
1425 1425 1.0
1425 1424 1.0
1426 1741 1.0
1426 1426 1.0
1426 1362 1.0
1438 1438 1.0
1439 1439 1.0
1440 1440 1.0
1444 2718 1.0
1444 2905 2.0
1444 1985 2.0
1444 1701 2.0
1444 2869 2.0
1444 2868 2.0
1444 2867 2.0
1444 1444 4.0
1444 31 3.0
1462 1462 1.0
1471 1471 1.0
1471 644 1.0
1475 1811 1.0
1475 1475 1.0
1480 1825 1.0
1480 1480 1.0
1480 150 1.0
1488 1488 1.0
1488 555 1.0
1489 1489 1.0
1490 1490 1.0
1492 1492 1.0
1497 1497 1.0
1499 2064 1.0
1499 82 1.0
1499 2822 1.0
1499 2821 1.0
1499 2820 1.0
1499 2176 1.0
1499 1499 3.0
1524 2446 1.0
1524 1524 1.0
1526 2735 2.0
1526 2734 2.0
1526 2733 2.0
1526 1526 2.0
1526 865 2.0
1530 2763 2.0
1530 1530 2.0
1541 1541 1.0
1541 23 1.0
1542 1542 1.0
1542 951 1.0
1543 2269 1.0
1543 1543 1.0
1553 1553 1.0
1560 1560 1.0
1560 1244 1.0
1564 55 1.0
1564 1564 2.0
1565 1567 1.0
1565 1566 1.0
1565 1565 1.0
1566 1567 1.0
1566 1566 1.0
1566 1565 1.0
1567 1567 2.0
1567 1566 1.0
1567 1565 1.0
1578 1617 1.0
1578 1578 1.0
1586 1586 1.0
1586 883 1.0
1587 1587 1.0
1587 596 1.0
1588 2741 1.0
1588 260 1.0
1588 2756 2.0
1588 2755 2.0
1588 2461 1.0
1588 2259 1.0
1588 1588 3.0
1588 904 3.0
1588 564 1.0
1589 2778 1.0
1589 2777 1.0
1589 1589 1.0
1589 1339 1.0
1592 1592 1.0
1595 261 1.0
1595 2442 1.0
1595 1595 3.0
1595 237 1.0
1596 1596 3.0
1598 2494 1.0
1598 1598 1.0
1598 596 1.0
1599 1602 1.0
1599 596 1.0
1599 2785 1.0
1599 1599 2.0
1602 2245 1.0
1602 1599 1.0
1602 2785 1.0
1602 596 3.0
1602 1602 4.0
1606 1606 1.0
1610 2885 1.0
1610 1610 1.0
1617 1617 1.0
1617 1578 1.0
1620 1620 1.0
1627 1627 1.0
1627 238 1.0
1628 488 2.0
1628 2764 3.0
1628 1628 3.0
1629 1881 1.0
1629 1629 1.0
1638 2107 1.0
1638 2753 1.0
1638 1638 2.0
1638 551 2.0
1649 1649 1.0
1650 2328 1.0
1650 1650 1.0
1651 1651 1.0
1656 2052 1.0
1656 1656 1.0
1656 660 1.0
1657 1657 1.0
1660 2068 1.0
1660 1906 1.0
1660 1362 1.0
1660 2325 1.0
1660 1660 3.0
1660 147 2.0
1664 2030 1.0
1664 1664 2.0
1668 2372 1.0
1668 1668 1.0
1668 1188 1.0
1669 2027 1.0
1669 1669 2.0
1673 1673 2.0
1677 2798 1.0
1677 2797 1.0
1677 1127 2.0
1677 1068 2.0
1677 2467 1.0
1677 1677 4.0
1679 103 1.0
1679 1679 2.0
1680 2599 2.0
1680 2865 2.0
1680 2375 2.0
1680 2361 3.0
1680 1680 4.0
1682 1682 1.0
1682 723 1.0
1685 2827 2.0
1685 1685 3.0
1687 1687 1.0
1687 98 1.0
1688 2208 1.0
1688 1688 1.0
1688 797 1.0
1689 2476 1.0
1689 2475 1.0
1689 2107 1.0
1689 1689 1.0
1692 2956 1.0
1692 2353 1.0
1692 1692 2.0
1692 749 2.0
1693 1693 2.0
1693 369 2.0
1694 2965 1.0
1694 1952 1.0
1694 2912 1.0
1694 1093 1.0
1694 1694 5.0
1695 2875 1.0
1695 1695 1.0
1695 211 1.0
1697 2014 2.0
1697 1949 2.0
1697 1697 2.0
1699 2955 1.0
1699 2883 1.0
1699 1699 1.0
1699 15 1.0
1701 2954 1.0
1701 60 1.0
1701 2718 1.0
1701 31 1.0
1701 2905 2.0
1701 1985 2.0
1701 1701 4.0
1701 1444 2.0
1702 2618 1.0
1702 2371 1.0
1702 1181 1.0
1702 1702 2.0
1703 1703 1.0
1703 1009 1.0
1703 360 1.0
1705 1705 1.0
1711 2084 1.0
1711 1711 1.0
1715 1717 1.0
1715 2466 1.0
1715 439 1.0
1715 1715 3.0
1717 1715 1.0
1717 1717 2.0
1717 727 1.0
1729 1729 1.0
1732 2376 1.0
1732 1295 1.0
1732 246 1.0
1732 2771 2.0
1732 2423 2.0
1732 2422 2.0
1732 1732 4.0
1741 1426 1.0
1741 1362 1.0
1741 2808 2.0
1741 2602 1.0
1741 1741 3.0
1743 1743 1.0
1751 2400 1.0
1751 2399 1.0
1751 1751 1.0
1753 2425 1.0
1753 1753 1.0
1759 1759 1.0
