327 327
109 109 3.0
110 278 2.0
110 110 2.0
112 113 1.0
112 112 1.0
113 15 2.0
113 113 3.0
113 112 1.0
117 288 1.0
117 118 1.0
117 117 1.0
118 288 1.0
118 118 1.0
118 117 1.0
119 119 1.0
119 102 1.0
121 121 1.0
121 66 1.0
122 303 1.0
122 122 1.0
126 265 1.0
126 126 2.0
126 62 2.0
127 127 1.0
127 80 1.0
130 130 2.0
132 317 1.0
132 145 1.0
132 132 1.0
133 134 1.0
133 133 1.0
134 134 1.0
134 133 1.0
135 135 1.0
137 137 2.0
138 138 2.0
139 183 1.0
139 154 1.0
139 139 2.0
139 83 1.0
139 82 1.0
140 140 1.0
141 141 1.0
145 90 1.0
145 317 1.0
145 145 3.0
145 132 1.0
146 146 1.0
147 208 1.0
147 147 3.0
150 249 1.0
150 150 2.0
151 153 2.0
151 152 2.0
151 151 3.0
152 153 2.0
152 152 2.0
152 151 2.0
153 153 2.0
153 152 2.0
153 151 2.0
154 183 1.0
154 139 1.0
154 83 1.0
154 82 1.0
154 154 2.0
155 155 2.0
156 157 2.0
156 156 2.0
157 157 2.0
157 156 2.0
158 326 2.0
158 322 1.0
158 158 4.0
159 37 1.0
159 163 3.0
159 162 2.0
159 161 5.0
159 160 5.0
159 159 5.0
160 37 1.0
160 163 3.0
160 162 2.0
160 161 5.0
160 160 5.0
160 159 5.0
161 37 1.0
161 163 3.0
161 162 2.0
161 161 5.0
161 160 5.0
161 159 5.0
162 163 2.0
162 162 2.0
162 161 2.0
162 160 2.0
162 159 2.0
163 163 3.0
163 162 2.0
163 161 3.0
163 160 3.0
163 159 3.0
164 164 3.0
164 75 3.0
165 90 1.0
165 58 1.0
165 74 1.0
165 165 3.0
166 166 2.0
167 167 3.0
168 73 1.0
168 72 1.0
168 169 1.0
168 168 4.0
169 169 2.0
169 168 1.0
170 170 2.0
171 171 2.0
172 173 2.0
172 172 2.0
172 8 2.0
173 173 2.0
173 172 2.0
173 8 2.0
174 70 1.0
174 84 2.0
174 174 4.0
174 86 4.0
175 177 2.0
175 176 2.0
175 175 2.0
176 177 2.0
176 176 2.0
176 175 2.0
177 177 2.0
177 176 2.0
177 175 2.0
178 185 1.0
178 184 2.0
178 179 2.0
178 178 3.0
179 185 1.0
179 184 1.0
179 179 2.0
179 178 2.0
180 182 2.0
180 181 2.0
180 180 2.0
180 74 1.0
181 182 2.0
181 181 2.0
181 180 2.0
181 74 1.0
182 182 2.0
182 181 2.0
182 180 2.0
182 74 1.0
183 183 2.0
183 154 1.0
183 139 1.0
183 83 1.0
183 82 1.0
184 185 1.0
184 184 2.0
184 179 1.0
184 178 2.0
185 70 1.0
185 185 2.0
185 184 1.0
185 179 1.0
185 178 1.0
186 186 2.0
187 187 2.0
187 57 2.0
188 189 2.0
188 188 2.0
189 189 2.0
189 188 2.0
190 191 2.0
190 190 2.0
191 191 2.0
191 190 2.0
192 192 2.0
192 59 2.0
193 193 2.0
194 194 3.0
194 26 3.0
195 195 2.0
196 101 1.0
196 197 1.0
196 196 2.0
196 62 1.0
197 265 1.0
197 197 2.0
197 196 1.0
197 62 2.0
198 220 2.0
198 198 5.0
199 199 2.0
200 200 2.0
201 202 2.0
201 201 2.0
202 202 2.0
202 201 2.0
203 204 3.0
203 203 3.0
204 204 3.0
204 203 3.0
205 205 2.0
205 19 1.0
206 208 1.0
206 53 1.0
206 206 3.0
206 68 1.0
207 207 2.0
207 60 1.0
208 147 1.0
208 206 1.0
208 208 3.0
209 209 2.0
210 211 5.0
210 210 5.0
211 211 8.0
211 210 5.0
212 212 2.0
212 45 2.0
213 50 1.0
213 37 1.0
213 218 1.0
213 214 1.0
213 213 3.0
214 37 1.0
214 282 1.0
214 214 3.0
214 213 1.0
215 235 1.0
215 215 2.0
216 65 1.0
216 216 2.0
217 217 2.0
218 293 1.0
218 50 1.0
218 218 2.0
218 213 1.0
219 6 1.0
219 219 2.0
220 220 2.0
220 198 2.0
221 256 1.0
221 224 2.0
221 223 2.0
221 222 2.0
221 221 2.0
222 256 1.0
222 224 2.0
222 223 2.0
222 222 2.0
222 221 2.0
223 256 2.0
223 224 2.0
223 223 3.0
223 222 2.0
223 221 2.0
224 256 1.0
224 224 2.0
224 223 2.0
224 222 2.0
224 221 2.0
225 225 2.0
226 226 2.0
227 227 2.0
228 228 2.0
229 229 2.0
230 230 2.0
231 234 1.0
231 233 2.0
231 232 2.0
231 231 2.0
232 234 1.0
232 233 2.0
232 232 2.0
232 231 2.0
233 234 1.0
233 233 2.0
233 232 2.0
233 231 2.0
234 234 2.0
234 233 1.0
234 232 1.0
234 231 1.0
235 215 1.0
235 235 2.0
236 236 2.0
237 237 2.0
238 239 1.0
238 238 3.0
239 239 3.0
239 238 1.0
240 241 1.0
240 240 3.0
241 312 2.0
241 311 2.0
241 241 3.0
241 240 1.0
242 242 2.0
243 243 2.0
244 23 1.0
244 244 3.0
245 245 2.0
245 34 2.0
246 247 2.0
246 246 2.0
246 62 2.0
247 247 3.0
247 246 2.0
247 62 2.0
248 248 2.0
249 249 2.0
249 150 1.0
250 60 1.0
250 250 2.0
250 36 1.0
251 251 2.0
252 252 2.0
253 254 2.0
253 253 2.0
254 254 2.0
254 253 2.0
255 255 2.0
256 256 2.0
256 224 1.0
256 223 2.0
256 222 1.0
256 221 1.0
257 257 2.0
258 258 2.0
259 259 2.0
260 260 2.0
261 262 2.0
261 261 2.0
262 262 2.0
262 261 2.0
263 263 2.0
263 28 1.0
264 264 2.0
265 126 1.0
265 265 2.0
265 197 1.0
265 62 2.0
266 268 2.0
266 267 2.0
266 266 3.0
267 268 2.0
267 267 2.0
267 266 2.0
268 268 2.0
268 267 2.0
268 266 2.0
269 313 1.0
269 23 1.0
269 270 2.0
269 269 2.0
270 23 1.0
270 313 2.0
270 270 3.0
270 269 2.0
271 271 2.0
271 26 2.0
272 272 2.0
273 274 2.0
273 273 2.0
274 274 2.0
274 273 2.0
275 275 2.0
276 72 1.0
276 276 2.0
277 292 2.0
277 291 2.0
277 277 5.0
278 278 2.0
278 110 2.0
279 301 1.0
279 290 3.0
279 289 2.0
279 279 4.0
280 280 2.0
281 281 2.0
281 98 2.0
282 214 1.0
282 282 2.0
283 300 2.0
283 283 3.0
284 100 1.0
284 285 1.0
284 284 2.0
284 14 1.0
284 10 1.0
285 285 3.0
285 284 1.0
285 14 3.0
285 10 3.0
286 286 2.0
286 20 2.0
287 287 2.0
287 108 2.0
288 288 2.0
288 118 1.0
288 117 1.0
289 290 2.0
289 289 2.0
289 279 2.0
290 301 1.0
290 290 3.0
290 289 2.0
290 279 3.0
291 292 2.0
291 291 2.0
291 277 2.0
292 292 2.0
292 291 2.0
292 277 2.0
293 37 1.0
293 293 2.0
293 218 1.0
293 50 2.0
294 23 1.0
294 294 2.0
295 296 2.0
295 295 2.0
296 296 2.0
296 295 2.0
297 297 2.0
298 298 2.0
299 299 2.0
300 300 2.0
300 283 2.0
301 290 1.0
301 279 1.0
301 302 2.0
301 301 3.0
302 302 2.0
302 301 2.0
303 122 1.0
303 303 2.0
303 54 1.0
304 304 2.0
305 305 2.0
306 324 1.0
306 306 2.0
307 325 1.0
307 315 1.0
307 307 2.0
308 308 2.0
309 317 1.0
309 310 2.0
309 309 4.0
310 310 2.0
310 309 2.0
311 312 2.0
311 311 2.0
311 241 2.0
312 312 2.0
312 311 2.0
312 241 2.0
313 269 1.0
313 23 1.0
313 313 2.0
313 270 2.0
314 316 2.0
314 315 2.0
314 314 2.0
315 325 1.0
315 307 1.0
315 316 2.0
315 315 4.0
315 314 2.0
316 316 2.0
316 315 2.0
316 314 2.0
317 309 1.0
317 317 2.0
317 145 1.0
317 132 1.0
318 318 2.0
319 319 2.0
319 78 1.0
320 321 1.0
320 320 2.0
321 322 1.0
321 321 2.0
321 320 1.0
322 326 1.0
322 158 1.0
322 322 2.0
322 321 1.0
323 324 1.0
323 323 2.0
324 306 1.0
324 324 2.0
324 323 1.0
325 315 1.0
325 307 1.0
325 325 2.0
326 326 2.0
326 322 1.0
326 158 2.0
